bobble,बकबक
icha,आईचा
utsook,उत्सुक
captain america,कप्तान अमेरिका
witch hat,बोक्सी टोपी
kya hai be,बे के हो
main to hero hu,नायक हू गर्न मुख्य
superhero bol,सुपर हीरो बोल
dekh meri aukat,मेरो स्थिति हेर्नुहोस्
bas ready hogaya,तयार छ
shoes pehan raha hoo,जुत्ता लगाउनु
jhadu,झाडू
ant man dress,कमिला मानिस पोशाक
Gaming,गेमि।
ghoda,घोडा
parda,स्क्रिन
juta,मिलियन
footwear,जुत्ता
paaduka,पादुका
backpack: sneakers,ब्याकप्याक: स्नीकर्स
basta,पर्याप्त
talvar,तरवार
yaachna,yachna
feather,फेदर
honth,ओठ
chumban,चुम्बनहरू
chitthi,पत्र
chummi,चुम्बन
bhawnayen,भावनाहरु
bracelet,ब्रेसलेट
gown,गाउन
rasoiya,भान्से
bawarchi,बावर्ची
vadyyantra,वाद्ययन्त्रहरू
hammok,तपाईंको चिन्ता
capri,क्याप्री
moze,उहाँ सक्नुहुन्छ
aanand,आनंद
bahadur,बहादुर
coat: sofa,कोट: सोफा
katta,ठूलो
pistaul,पिस्तोल
akad,त्यहाँ
ahankar,अहं
jhaadu,झाडू
kudedaan,डस्टबिन
jhola,झोला
sadak,सडक
tohfaa,वितरण
tohfa,उपहार
phul,फूलहरू
shooes,जुत्ता
laddo,लड्डू
shirt, short kurta,शर्ट, छोटो कुर्ता
suit, kurta,सूट, कुर्ता
night suit, sun,रातको सूट, सूर्य
night suit, suraj, sooraj,रात सूट, सूर्य, सूर्य
beer, bottle, vest, boxers,बियर, बोतल, भिंडी, मुक्केबाजहरू
kachcha, botal,,कच्चा, बोतल,
beer, bottle, alcohol,बियर, बोतल, रक्सी
botal, sharaab,जम्मा, रस
costume, boots,पोशाक, जुत्ता
proud, confident,गर्व, आत्मविश्वास
garvit,गर्व
aatmvishwas,आत्मविश्वास
vest, sneakers, jeans,भिंडी, स्नीकर्स, जीन्स
disagree,असहमत
shameez,शमीज
asahmat,असहमत
sneakers, shoes, skirt, top, t shirt, jeans,स्नीकर्स, जुत्ता, स्कर्ट, माथि, टी शर्ट, जीन्स
mazakiya,रमाईलो
kamiz,शर्ट
doctor tape,डाक्टर टेप
bandage,पट्टी
sarcastc,व्यंग्यात्मक
katu,तल्ला
vayangpurn,व्यंग्य
joote kamiz,जुत्ता शर्ट
prem yukt,प्रिम युक्ट
gaay,जमीनमा
kameez, pant, joote,शर्ट, प्यान्ट, जुत्ता
baby diaper,बच्चा डायपर
nappy,nappy
tea glass,चिया गिलास
shovel,फावडा
fawda,फावडा
Indian womens suit,भारतीय महिलाको सूट
salwar suit,सलवार सूट
darna,उहाँबाट
uttejit,उत्साहित
mugs,मगहरू
kup,खरीद
roomantic,roomantic
joote, joota, jootey,जुत्ता, जुत्ता, जुत्ता
cheeky,गाला
tolia,टोलिया
potatoes,आलु
onions,प्याज
musical instrument,सांगीतिक बाजा
claws,पञ्जा
skeletion,कंकाल
nakhooh,नाखू
panje,घारमा
kankal,आँखा
weighing machine,तौल मसिन
tarazu,पर्याप्त छैन
khana, daaru,खाना, डारू
Aur bata yaar,थप साथीलाई भन्नुहोस्
kya chal raha hai,के भयो
boss kaun hai,हाकिम को हो
aur sunao,मलाई भन्नुहोस्
kya hal hai,समाधान के हो
tera maa ka bosada,Thera चाल मा छैन
chup kar,चुप लाग्नुहोस्
chutiye,चिम्टी
playsuit,प्लेसुइट
sitara,तारा
dissaproval,अस्वीकृत
vision,दर्शन
fictional superhero,काल्पनिक सुपरहीरो
poshaak,पोशाक
champagne glass,शैम्पेन गिलास
wine glass,वाईनको गिलास
sharaabh,मोजा
arrows,तीरहरू
gada,को
bhalla,भल्ला
aatmvshwas,आत्मविश्वास
bouquete,गुलदस्ता
baby clothes,बच्चाको लुगा
chariot,रथ
rath,रथ
Indian ethnic suit,भारतीय जातीय सूट
salwar kameez,सलवार कमीज
office desk,कार्यालय डेस्क
office table,कार्यालय टेबल
notebook,नोटबुक
cigarrette,सिगरेट
kalam,शब्दहरू
Furtila,Furtila
bangage,ब्या bang्गेज
bandaid,बान्डिड
stethoscope,स्टेथोस्कोप
doctor's coat,डाक्टर कोट
chaaku,चाकू
khanjar,डगर
soft toy,नरम खेलौना
Sad, happy,दुख, खुसी
bhaalu,भालु
khush, dukhi, naraz,खुशी, दु: खी, रिसाएको
diary,डायरी
daftar,सूची
happy, proud,खुशी, गर्व
jutti,महसुस
flip flops,फ्लिप फ्लप
boxers,मुक्केबाज
baniyaan,भेस्ट
shooting gun,बन्दुक बन्दुक
loafers,लोफरहरू
suit loafer,सूट लोफर
sinhasan,सिंहासन
bodybuilder,शरीर सौष्ठवकर्ता
flipflop,फ्लिपफ्लप
ethnic Indian suit,जातीय भारतीय सूट
salwar,सलवार
kamweez,कहिले पनि हैन
rally,रैली
dharna,पकेट
swami ji,पति
costumer,कस्टमर
chola,अगाडि बढ्नुहोस्
buildings,भवनहरु
imaarat,माया
alarm clock,अलार्म घडी
Indian flag,भारतीय झण्डा
tricolour,Tricolor
ashoka chakra,अशोक चक्र
anghutha,औंठा
screwdriver,पेचकस
rain coat,वर्षा कोट
pechkus,पेचकुस
darwawana,darwawana
gandhi photo,gandhi फोटो
kitaabe,पुस्तकहरु
lakdi,काठ
business suit,व्यापार सूट
oxford shoes,ऑक्सफोर्ड जुत्ता
burf,हिउँ
swim suit,पौंडी पोशाक
swimming costume,पौंडी पोशाक
jhata,जम्प
feeding bottle,खुवाउने बोतल
doodh ki bottle,कस्तो दुधको बोतल
brief,संक्षिप्त
square,वर्ग
nila,तिनीहरूलाई
boond,बूँद
paseena,पसिना
chaunkna,चकित हुनु
water splash,पानी छप्पर
rangeen pani,रंगीन पानी
men's suit,पुरुषको सूट
tayar,टायर
gymfreak,जिमफ्रेक
muscular guy, nice body,मांसपेशी मान्छे, राम्रो शरीर
naaz,होईन
indian dress,भारतीय पोशाक
mansion,हवेली
gold, bangles,सुन, चूलीहरु
balak,कविता
mahal,महँगो
chudiyan,चाउहरू
jashn,उत्सव
coconut tree,नरिवल रूख
