bobble,ബോബിൾ
isshut,ഇഷ്യൂട്ട്
quite,തികച്ചും
chupchap,ശാന്തമായി
why are,എന്തുകൊണ്ട്
you not,നിങ്ങൾ അല്ല
sayanything,എന്തെങ്കിലും പറയൂ
balnk,ബാൽങ്ക്
nowords,വാക്കുകളില്ല
paisapaisa,പൈസാപൈസ
karti,കാർഡുകൾ
main paise pe marta hun,ഞാൻ പണത്തിനായി മരിക്കുന്നു
income,വരുമാനം
i amhungry,എനിക്ക് വിശക്കുന്നു
mujhebhuk,ഞാൻ
goodfood,നല്ല ഭക്ഷണം
khanado,ബ്ലോക്കുകൾ
khaneko,നിരസിക്കൽ
kuchdo,കു ച
i have,എനിക്കുണ്ട്
brillantidea,തിളങ്ങുന്നു
tarkib',ഉള്ളടക്കം '
tu gaya,നിങ്ങൾ പോയി
aabbb,അഅബ്ബ്ബ്
gone now,ഇപ്പോൾ പോയി
i will see you,ഞാൻ നിന്നെ കാണും
i will,ഞാൻ ചെയ്യും
also come',വരൂ '
i m coming,ഞാൻ വരുന്നു
me aya,അകത്തേക്ക് വന്നു
is this,ഇതാണോ
half pant,പകുതി പാന്റ്
tera hai kya,നിങ്ങളുടേത്
light pink pants,ഇളം പിങ്ക് പാന്റുകൾ
comeon,വരിക
we will,ഞങ്ങൾ ചെയ്യും
aprty,പാർട്ടി
atmyplace,എന്റെ സ്ഥലത്ത്
houseparty,ഹോംപാർട്ടി
fullon,ഫുലോൺ
djwale babu,djwale babu
runrun,റൺറൺ
escapsim,രക്ഷപ്പെടൽ
bagh gaya,കടുവ പോയി
bagh bagh,കടുവ കടുവ
bagh,ബാഗ്
bhag milka,ഭാഗ് മിൽക്ക
bhaag bhaag,ഓടിപ്പോകുക
G-mail,ജി-മെയിൽ
Kar raha,ചെയ്യുന്നു
santy,മണൽ
spiritual,ആത്മീയം
heart-warming,ഹൃദയമിടിപ്പ്
heart touching,ഹൃദയ സ്പർശനം
soul-stirring,ആത്മാവിനെ ഇളക്കിവിടുന്നു
Emotional Chora,വൈകാരിക ചോര
Distemper,ഡിസ്റ്റെംപർ
bhar dunga,പൂരിപ്പിക്കും
asian paints,ഏഷ്യൻ പെയിന്റുകൾ
Paint Dealers,പെയിന്റ് ഡീലർമാർ
royal paint,രാജകീയ പെയിന്റ്
joint family,സംയുക്ത കുടുംബം
chocolate boy,ചോക്ലേറ്റ് ബോയ്
boyish charm,ബാലിശമായ ചാം
gyan devi,ഗ്യാൻ ദേവി
sexy woman,സെക്സി സ്ത്രീ
destructive,വിനാശകരമായ
heinous,ഭയങ്കര
villainous,വില്ലൻ
tomatogirls,tomatogirls
devilish,പിശാച്
capability,കഴിവ്
capacity,ശേഷി
talent,കഴിവ്
potential,സാധ്യത
yourmind,നിങ്ങളുടെ മനസ്സ്
malevolent,ദ്രോഹം
corrupt,അഴിമതി
nefarious,നികൃഷ്ടം
evilgirls,ദുഷ്ട പെൺകുട്ടികൾ
catevil,catevil
disturbed,ശല്യപ്പെടുത്തി
red shree,ചുവന്ന ശ്രീ
rahul gandhi,രാഹുൽ ഗാന്ധി
bhasan,ഫ്ലോട്ട്
nehru jacket,നെഹ്രു ജാക്കറ്റ്
bussiness,തിരക്കിലാണ്
work hard,കഠിനാധ്വാനം ചെയ്യുക
black court,കറുത്ത കോടതി
lime water,നാരങ്ങ വെള്ളം
sunny day,സണ്ണി ദിവസം
busy day,തിരക്കേറിയ ദിവസം
:	household,: കുടുംബം
mother love,അമ്മ സ്നേഹം
thing,കാര്യം
cool boy,ശാന്തനായ കുട്ടി
red nikkar,റെഡ് നിക്കർ
ka laadla,പ്രിയ
bigad gya,കേടായി
togetherness,ഒരുമ
similarity,സമാനത
yelllow,യെല്ലോ
dirt fellow,അഴുക്ക് കൂട്ടുകാരൻ
sexual,ലൈംഗിക
MAd woman,മാഡ് സ്ത്രീ
provoked,പ്രകോപിപ്പിച്ചു
take a holiday,അവധി എടുക്കുക
sweet heart,മധുരമുള്ള ഹൃദയം
baabu,ബാബു
swab,കൈലേസിൻറെ
bhokh,വിശപ്പ്
laggi,ഹാംഗർ
wateress,വെള്ളം
Katari Wateress,കറ്റാരി വാട്ടാരെസ്
hostess,ഹോസ്റ്റസ്
candle light,മെഴുകുതിരി വെളിച്ചം
jokar,കോമാളി
budha,ബുദ്ധ
red nose,ചുവന്ന മൂക്ക്
chudal,മന്ത്രവാദി
vampires,വാമ്പയർമാർ
redevil,ശകാരിക്കുക
evilgirl,ദുഷ്ട പെൺകുട്ടി
evilwomen,ദുഷ്ടസ്ത്രീ
redlady,രെദ്ലദ്യ്
evillady,തിന്മ
clemency,ക്ലെമൻസി
forgiveness,ക്ഷമ
clamor,ആരവം
deliberate,ബോധപൂർവം
genuine,യഥാർത്ഥ
grin,ചിരി
smirk,പുഞ്ചിരി
Babyevil,ബേബി ചീത്ത
evilboy,ദുഷ്ടബോയ്
evilsmile,തിന്മ
evillaugh,പൈശാചിക ചിരി
entertain,വിനോദിക്കുക
gratify,തൃപ്തിപ്പെടുത്തുക
amuse,വിനോദം
Girlevil,ഗിർലെവിൽ
gujarati traditional,ഗുജറാത്തി പരമ്പരാഗതം
desigirl,desigirl
gujaratigirl,ഗുജറാത്തിജിറൽ
indiandesi,indiandesi
desigirls,desigirls
desiboy,desiboy
gujaratiboy,ഗുജറാത്ത്ബോയ്
.,.
pagdi,pagdi
gujarati choli,ഗുജറാത്തി ചോളി
Mind it!,മനസിലാക്കുക!
Jhund mein,ആട്ടിൻകൂട്ടത്തിൽ
toh soovar,toh soovar
aate hai \,വരൂ
sher akela,ഏകാന്തമായ സിംഹം
hi aata hai,മാത്രം വരുന്നു
you better,നിങ്ങൾ നന്നായിരിക്കും
understand!,മനസ്സിലാക്കുക!
Aaj Sunday hai,ഇന്ന് ഞായറാഴ്ചയാണ്
toh daru peene,തോ മദ്യപിച്ചു
ka din hai,ദിവസമാണ്
figter,അത്തിപ്പഴം
assailant,ആക്രമണകാരി
combatant,പോരാളി
jack,ജാക്ക്
mercenary,കൂലിപ്പണിക്കാരൻ
militant,തീവ്രവാദി
support for women,സ്ത്രീകൾക്കുള്ള പിന്തുണ
great woman,വലിയ സ്ത്രീ
election parties,തിരഞ്ഞെടുപ്പ് പാർട്ടികൾ
leaders,നേതാക്കൾ
great leader,മികച്ച നേതാവ്
managing director,മാനേജിംഗ് ഡയറക്ടർ
victor,വിജയി
victory,വിജയം
Shirtless drunk,നിസ്സഹായനായ മദ്യപൻ
lost in love,സ്നേഹത്തിൽ നഷ്ടപ്പെട്ടു
crazy boy,വികൃതി കുട്ടി
Blended,മിശ്രിതം
Scotch,സ്കോച്ച്
Whiskies,വിസ്കി
forthcoming,വരാനിരിക്കുന്ന
love affair,പ്രണയം
love emotions,വികാരങ്ങളെ സ്നേഹിക്കുക
Romantic music,റൊമാന്റിക് സംഗീതം
loved one,പ്രിയപ്പെട്ട ഒരാൾ
amplifier,ആംപ്ലിഫയർ
smartphone,സ്മാർട്ട്ഫോൺ
communication,ആശയവിനിമയം
again and  again,വീണ്ടും വീണ്ടും
emotions,വികാരങ്ങൾ
rose day,റോസ് ദിവസം
valetine day,പ്രണയ ദിനം
cute boy,ക്യൂട്ട് ബോയ്
beterhalf,മികച്ച പകുതി
of Your Heart,നിങ്ങളുടെ ഹൃദയത്തിന്റെ
crushes my heart.,എന്റെ ഹൃദയത്തെ തകർക്കുന്നു.
angry women,കോപാകുലരായ സ്ത്രീകൾ
ill-tempered,മോശം സ്വഭാവം
hateful,വെറുപ്പുളവാക്കുന്ന
bad tempered,മോശം സ്വഭാവം
full of hate,വിദ്വേഷം നിറഞ്ഞത്
blown a gasket,ഒരു ഗാസ്കറ്റ് own തപ്പെട്ടു
Strong women,ശക്തരായ സ്ത്രീകൾ
rule the world,ലോകം ഭരിക്കുക
cherishingstar,cherishingstar
zumba,സുംബ
aerobics,എയ്റോബിക്സ്
show love,സ്നേഹം കാണിക്കുക
love bird,സ്നേഹ പക്ഷിയെ
sexy lady,സെക്സി ലേഡി
Rock stars,റോക്ക് സ്റ്റാർസ്
appo,appo
aa beta selfie le le,aa beta selfie le le
salman khan,സൽമാൻ ഖാൻ
bajrangi bhaijaan,ബജ്രംഗി ഭൈജാൻ
photography,ഫോട്ടോഗ്രഫി
oneself,സ്വയം
webcam,വെബ്ക്യാം
shared,പങ്കിട്ടു
on facebook,ഫേസ്ബുക്കിൽ
YouCam Perfect,യൂകാം പെർഫെക്റ്റ്
Takes 2 selfies,2 സെൽഫികൾ എടുക്കുന്നു
Deletes 22 selfies!,22 സെൽഫികൾ ഇല്ലാതാക്കുന്നു!
A selfie,ഒരു സെൽഫി
a day,ഒരു ദിവസം
keeps the,സൂക്ഷിക്കുന്നു
friends away.,സുഹൃത്തുക്കൾ അകലെ.
Take my selfie,എന്റെ സെൽഫി എടുക്കുക
sun to shine.,സൂര്യൻ പ്രകാശിക്കും.
first letter,ആദ്യ കത്ത്
alphabetical,അക്ഷരമാലാക്രമത്തിൽ
right one to come along.,ഒരെണ്ണം വരാൻ ശരിയാണ്.
You might fall,നിങ്ങൾ വീണുപോയേക്കാം
in love with me.,എന്നോട് പ്രണയത്തിലാണ്.
gymanisium,ജിംനേഷ്യം
excerise,വ്യായാമം
body buidler,ബോഡി ബിൽഡർ
lets workout,വ്യായാമത്തിന് അനുവദിക്കുന്നു
lets reduce our calories,ഞങ്ങളുടെ കലോറി കുറയ്ക്കാൻ അനുവദിക്കുന്നു
muscules,ഭാരം
main tumse,പ്രധാന ട്യൂംസ്
pyaar kartahoon,നിന്നെ സ്നേഹിക്കുന്നു
mohabatt,മോഹിപ്പിച്ചു
ikarar,കരാർ
kya tum,നിങ്ങൾ ആഗ്രഹിക്കുന്നുണ്ടോ
ready ho,തയ്യാറായ ഹോ
lets try,നമുക്ക് ശ്രമിക്കാം
body builder,ബോഡി ബിൽഡർ
handsome hunk,സുന്ദരമായ ഹങ്ക്
chalo mere,എന്റെ വരൂ
baremien baat kartein,സംസാരിക്കുക
selfieewala love,selfieewala സ്നേഹം
dole shole,ഡോൾ ഷോൾ
6 packs,6 പായ്ക്കുകൾ
abb,അത്തി
solla ka dolla,അലഞ്ഞുതിരിയുക
gudlooking,ഗുഡ്‌ലൂക്കിംഗ്
hero types,ഹീറോ തരങ്ങൾ
hows you baby,എങ്ങനെയുണ്ട് കുഞ്ഞേ
how are you baby,കുട്ടി നിനക്ക് സുഖമാണോ
sab thik thak,ശരി
all is welll,എല്ലാം നന്നായി പോകുന്നു
all fine,എല്ലാം നന്നായി
hot girl,ചൂടുള്ള പെൺകുട്ടി
sexiest,ഏറ്റവും സെക്സി
charming,ആകർഷകമായ
dinner date,അത്താഴ തീയതി
kahne pe chale,പറയാൻ പോകുക
lets hang out,ഹാംഗ് .ട്ട് ചെയ്യാൻ അനുവദിക്കുന്നു
onlyyouandme,നീയും ഞാനും മാത്രം
romanic time,റൊമാനിക് സമയം
beautiful memories,മനോഹരമായ ഓർമ്മകൾ
awesome fun,ആകർഷണീയമായ തമാശ
royal enfiled,രാജകീയ എൻ‌ഫീൽഡ്
oh brother,ഓ സഹോദരാ
cool dude,അടിപൊളി
lets go out for ride,സവാരിക്ക് പുറത്തിറങ്ങാൻ അനുവദിക്കുന്നു
night time,രാത്രി സമയം
awesome wheather,ആകർഷണീയമായ കാലാവസ്ഥ
janemannn,പൊതുജനാഭിപ്രായം
sweetiee,ചക്കരേ
cutiepiee,cutiepiee
eve,തലേന്ന്
dekho chand aya,ചന്ദ്രൻ വന്നത് കാണുക
chand nazar aya,ചന്ദ്രനെ കണ്ടു
eid ka chand,ഈദ് കാ കാനഡ
half moon,അർദ്ധചന്ദ്രൻ
ardha chandra,അർദ്ധചന്ദ്രൻ
shanti se raho,സമാധാനമായിരിക്കുക
and happy iftar,സന്തോഷകരമായ ഇഫ്താർ
delicious food,സ്വാദിഷ്ടമായ ഭക്ഷണം
festive season\,ഉത്സവ സീസൺ \
special items,പ്രത്യേക ഇനങ്ങൾ
meljol,യോഗം
wishing each other,പരസ്പരം ആഗ്രഹിക്കുന്നു
spreading happiness,സന്തോഷം പ്രചരിപ്പിക്കുന്നു
wishing good luck,ആശംസകൾ നേരുന്നു
spreading love,സ്നേഹം പ്രചരിപ്പിക്കുന്നു
