bobble,ബോബിൾ
indoor,ഇൻഡോർ
indoors,വീടിനുള്ളിൽ
ayasawan,അയസവന്
ayasawanjhoomke,എളുപ്പമാണ്
splash,സ്പ്ലാഷ്
aajfootballmatchhoga,ജജ്‌ഫൂത്ബലം പോകും
footballmatch,ഫുട്ബോൾ മത്സരം
rainfootball,റെയിൻഫൂട്ട്ബോൾ
outdoors,ors ട്ട്‌ഡോർ
yaarandatashan,ആരാണ് അത്?
yaara,ആരുടെ
tashan,ടാഷൻ
swaadaagya,സ്വയംഭരണം
tastesgood,രുചി ഗുഡ്
thumbsup,വിജയചിഹ്നം
punjabirocks,punjabirocks
attitude,മനോഭാവം
patialapeg,patialapeg
ekekhojaye,ഇതിനായി തിരയുക
ekekpatialapeghojaye,ekekpatialapeghojaye
peg,പെഗ്
aajapartyshartykartekariye,ദയവായി ഒരു പാർട്ടി ചെയ്യുക
let'sparty,നമുക്ക് പാർട്ടി
partysharty,പാർ‌ട്ടിഷാർട്ടി
horkihaal,പ്രിഫിക്‌സ്
howareyou,എന്തൊക്കെയുണ്ട്
hru,കളി
kaiseho,എങ്ങനെയുണ്ട്
haalchaal,സ്കെയിൽ ലഭ്യമാക്കുന്നു
chettiekjhappipa,ചെത്തിഎക്ജകപ്പിപ്പ
jhappi,ആലിംഗനം
hugme,എന്നെ ആലിംഗനം ചെയ്യൂ
hugmequick,hugmequick
ajabullettegedimariye,ajabullettegedimariye
roamaround,റോമറൗണ്ട്
let'sgoaround,നമുക്ക് പോകാം
ridearound,ചുറ്റും സവാരി
beersheer,ബിയർ‌ഷീർ
bhabikitthehai,ഫ്യൂച്ചറിസ്റ്റ്
sisterinlaw,നാത്തുന്
kahahaibhabi,നിങ്ങൾ എവിടെയാണ്?
balleballe,ബാറ്റ്
shaadikarle,ഷാഡികാർലെ
gogetmarried,gogetmarried
getmarried,വിവാഹം കഴിച്ചു
bhabi,ഭാബി
bhabiji,ഭാബിജി
mainhusultan,മൈംഹുസുല്തന്
iamsultan,iamsultan
shades,ഷേഡുകൾ
babykobasspasandhai,ബൈബാക്കോബാസപന്ധായ്
speaker,സ്പീക്കർ
swagatnahikarogehumara,സ്വാഗതം
swagat,സ്വാഗതം
dabangg,ഡബാംഗ്
cop,കോപ്പ്
police,പോലീസ്
won'tyouwelcomeme,willyouwelcomeme
jeenekehai4din,ജെഎനെകെഹൈ൪ദിന്
shortlife,ഷോർട്ട് ലൈഫ്
4days,4 ദിവസം
mujhseshaadikaroge,എന്നെ വിവാഹം കഴിക്കൂ
toweldance,തൂവാല
imemyself,സ്വയം
narcissim,നര്ചിഷിസ്മ്
selfconfidence,ആത്മ വിശ്വാസം
suited,യോജിച്ചത്
humaapkehaikaun,ഞങ്ങൾ നിങ്ങളുടെ ഹൈക്കോൺ
bearded,താടി
suspenders,സസ്‌പെൻഡറുകൾ
bodyguard,അംഗരക്ഷകൻ
mujhparkoiehsaannakarna,എനിക്ക് ഒരു പുഞ്ചിരി തരൂ
lovelysinghreporting,മനോഹരമായ സിംഗ് റിപ്പോർട്ടിംഗ്
lovelysingh,ലവ്‌ലിസിംഗ്
dilmeinaatahoonsamajhmeinnahi,dilmeinaatahoonsamajhmeinnahi
devilaapkepeeche,പിന്നിൽ
aapdevilkepeeche,aapdevilkepeeche
final,ഫൈനൽ
finalcommitment,അന്തിമ സമിതി
ekbaar,ഒരിക്കൽ
myselfbajrangibhaijaan,mebajrangibhaijaan
bajrangibhaijaan,ബസാർഗിഭൈജാൻ
bajrangi,ഒട്ടേറെ
kitneyaadmithe,എത്ര
daku,പിടിക്കുക
dacoit,dacoit
howmanymen,ഹൗമാനിമെൻ
jobolgayisobolgayi,ജോജൽഗാസൊബോൾഗായ്
whatever,എന്തുതന്നെയായാലും
chakki,മിൽ
jail,ജയിൽ
jailkichakki,ഗില്ലറ്റ്
peesinandpeesing,peesinandpeesing
monotonous,ഏകതാനമായ
contant,പണം
toil,അധ്വാനം
kutto,നായ
kuttoksamnematnachna,കട്ട്‌ത്രോട്ട്മാച്ച്
veeru,വീരു
don'tdance,നൃത്തം ചെയ്യരുത്
hath,ഉണ്ട്
thakur,താക്കൂർ
phansikaphanda,തൂങ്ങുന്നു
hathnahiphansikaphandahai,കൈയില്ല
phansi,താഴേക്ക്
noose,ശബ്‌ദം
sannata,നിശബ്ദത
sannatakyuhai,സനാതകായുഹി
whysosilent,എന്തുകൊണ്ട്
namak,ഉപ്പ്
sardarmaineaapkanamakkhaya,സർദാർ മൈനപകനംകഖിയ
namakkhaya,വീടുകളും
salt,ഉപ്പ്
angrez,ഇംഗ്ലീഷ്
jailor,ജയിലർ
angrezokezamane,ബ്രിട്ടീഷ്
nam,പുരുഷൻ
name,പേര്
tumharanaam,നിങ്ങളുടെ പേര്
tumharanaamkyahai,നിങ്ങളുടെ പേര് എന്താണ്
what'syourname,എന്താണ് നിങ്ങളുടെ പേര്
suar,വിയർപ്പ്
suarkebachho,പന്നികൾ
swine,പന്നി
pig,പന്നി
piglet,പന്നിക്കുട്ടി
sonofswines,sonofswines
firework,പടക്കം
babayyouarefirework,babayyouarefirework
pataka,പതാക
100percent,100 ശതമാനം
total,ആകെ
fully,പൂർണ്ണമായും
fab,ഫാബ്
fabulous,ഗംഭീര
amazing,അത്ഭുതകരമായ
let'smaketodaytotallybeautiful,നമുക്ക് സുന്ദരനാകാം
beautifulday,ബ്യൂട്ടിഫുൾഡേ
gfoodday,ദുരുപയോഗം ചെയ്തു
dog,നായ
riseandshine,ഉയർച്ച
sunshine,സൂര്യപ്രകാശം
princess,രാജകുമാരി
material,മെറ്റീരിയൽ
princessmaterial,രാജകുമാരി
royalty,റോയൽറ്റി
royal,രാജകീയ
pet,വളർത്തുമൃഗങ്ങൾ
whataday,എന്തൊരു ദിവസം
lovelyday,മനോഹരമായ ദിവസം
whatalovelyday,എന്ത് മനോഹരമായ ദിവസം
cycling,സൈക്ലിംഗ്
sweeter,മധുരമുള്ളത്
candy,മിഠായി
sweeterthancandy,മധുരപലഹാരം
sweetmeat,സ്വീറ്റ്മീറ്റ്
butterfly,ചിത്രശലഭം
sketboard,സ്കേറ്റ്ബോർഡ്
pug,പഗ്
hard,കഠിനമാണ്
prettytosee,പ്രെറ്റിടോസി
hardtocatch,ഹാർഡ്‌കോച്ച്
keepcalm,കെഎപ്ചല്മ്
staycute,staycute
ballerina,ബാലെറിന
ballet,ബാലെ
tutu,ടുട്ടു
danceismylife,ഡാൻസിമൈലൈഫ്
crescent,ചന്ദ്രക്കല
ranvir,രൺവീർ
ranvirsingh,രൺവീർ സിംഗ്
slumber,ഉറക്കം
happybirthday,ജന്മദിനാശംസകൾ
selfiequeen,selfiequeen
click,ക്ലിക്കുചെയ്യുക
snap,സ്നാപ്പ്
pout,pout
radha,രാധ
soty,കട്ടയും
studentoftheyear,studentoftheyear
radhalikestoparty,radhalikestoparty
chaljhoota,ച്ലഝുത
jhooth,ഒരു നുണ
sorriee,സോറി
kneeldown,മുട്ടുകുത്തി
maaf,ക്ഷമിക്കണം
forgive,ക്ഷമിക്കുക
flower bouquet,പുഷ്പ പൂച്ചെണ്ട്
quiet,ശാന്തം
chuphoja,ചുഫോജ
chupkar,രഹസ്യമായി
boltibandh,ബോൾട്ടിബന്ദ്
partytobantihai,മരിച്ചു
peacebro,പീസ്ബ്രോ
peaceful,സമാധാനപരമായ
peaceloving,സമാധാനം
sadhu,ഹെർമിറ്റ്
yogi,യോഗി
lootgaya,ശരിക്കും
mainlootgaya,mainlootgaya
barbad,പാഴായി
gyp,ജിപ്
kangal,കോയിൽ
ekdum,എല്ലാം
jhakaas,ജാക്കാസ്
ekdumjhakaas,ഒരു മിന്നൽ
perfect,തികഞ്ഞത്
toogood,വളരെ നല്ല
babajikathullu,ബാബജികത്തുല്ലു
zero,പൂജ്യം
blank,ശൂന്യമാണ്
khali,ശരി
ghanta,മണിക്കൂർ
partaaay,പര്തഅഅയ്
partyy,പാർട്ടി
partytime,പാർട്ടി ടൈം
martini,മാർട്ടിനി
abayegamajaa,അവർ അമിതമല്ല
content,ഉള്ളടക്കം
mainkyakaru,മന്യാകരു
whatshouldIdo,ഞാൻ എന്ത് ചെയ്യണം
pipe,പൈപ്പ്
frown,മുഖം ചുളിച്ചു
meh,മെഹ്
youlove,youlove
dowhatyoulove,നീ ഇഷ്ടപെടുന്നത് ചെയ്യുക
loveyourjob,നിങ്ങളുടെ ജോലി ഇഷ്ടപ്പെടുക
enjoyyourwork,ആസ്വദിക്കൂ
cn'thandleme,cnothandleme
cannotcandleme,ചംനൊത്ചംദ്ലെമെ
handle,കൈകാര്യം ചെയ്യുക
giveup,ഉപേക്ഷിക്കുക
nevergiveup,ഒരിക്കലും ഉപേക്ഷിക്കരുത്
neversaydie,neversaydie
hill,മലയോര
bindi,ബിണ്ടി
achievement,നേട്ടം
achieve,നേടിയെടുക്കാൻ
shineon,shineon
bling,ബ്ലിംഗ്
diamond,വജ്രം
sparkle,തിളക്കം
independent,സ്വതന്ത്രം
girlpower,ഗിര്ല്പൊവെര്
miles,മൈലുകൾ
milestogo,നാഴികക്കല്ല്
cape,കേപ്പ്
milestocover,നാഴികക്കല്ല്
distance,ദൂരം
beawesome,മനോഹരമാണ്
superawesome,വളരെ ആകർഷണീയമാണ്
iamawesome,ഞാൻ സുന്ദരനാണ്
freeandhappy,freeandhappy
bornfree,ജനനം രഹിതം
liberated,മോചിപ്പിച്ചു
taketimeoff,taketimeoff
metime,metime
leisure,ഒഴിവുസമയം
mytime,എന്റെ സമയം
weird,വിചിത്രമായത്
original,യഥാർത്ഥമായത്
beweird,ആരോപിക്കപ്പെടുന്നു
notfake,നോട്ട്ഫേക്ക്
maverick,മാവെറിക്
iconoclast,ഐക്കണോക്ലാസ്റ്റ്
idosyncrasies,idosyncrasies
succeed,വിജയിക്കുക
belief,വിശ്വാസം
wecan,നമുക്ക് കഴിയും
tosucceed,വിജയിക്കാൻ
success,വിജയം
dreamjob,ദ്രെഅമ്ജൊബ്
believeinyourself,സ്വയം വിശ്വസിക്കുക
seetheworld,seetheworld
differently,വ്യത്യസ്തമായി
difference,വ്യത്യാസം
wanderlust,അലഞ്ഞുതിരിയൽ
aroundtheworld,ചുറ്റുമുള്ള വേൾഡ്
map,മാപ്പ്
worldtour,ലോക ടൂർ
secret,രഹസ്യം
secrettosuccess,secrettosuccess
don'ttellyoursecrets,നിങ്ങളുടെ രഹസ്യങ്ങൾ പറയരുത്
keepyoursecretssafe,നിങ്ങളുടെ രഹസ്യങ്ങൾ സുരക്ഷിതമായി സൂക്ഷിക്കുക
another,മറ്റൊന്ന്
bulb,ബൾബ്
onesuccess,onesuccess
leads,ലീഡുകൾ
anothersuccess,മറ്റൊന്ന്
alive,ജീവനോടെ
yourdream,നിങ്ങളുടെ സ്വപ്നം
keepyourdreamalive,keepyourdreamalive
things,കാര്യങ്ങൾ
greatthings,വലിയ കാര്യങ്ങൾ
happen,സംഭവിക്കുക
happenbychoice,സംഭവിക്കുന്നത്
rightchoice,റൈറ്റ്‌ചോയ്‌സ്
minds,മനസ്സ്
idaes,idaes
discuss,ചർച്ച ചെയ്യുക
discussion,ചർച്ച
brightideas,ബ്രൈറ്റിഡിയാസ്
exchangeofideas,എക്സ്ചേഞ്ച്ഫീഡിയസ്
exchangeideas,ആശയങ്ങൾ കൈമാറുക
justdoit,നിർബന്ധമായും
unforgettable,മറക്കാനാവാത്ത
unforgettablethings,മറക്കാനാവാത്ത കാര്യങ്ങൾ
don'tkilltime,dokilltime
makeitwork,മകെഇത്വൊര്ക്
dogs,നായ്ക്കൾ
bark,കുര
dogsbark,ഡോഗ്സ്ബാർക്ക്
dogsbarkbutvanmoveson,dogbarkbutvanmoveson
move,നീക്കുക
moves,നീക്കങ്ങൾ
vanmoves,വാൻമോവ്സ്
criticize,വിമർശിക്കുക
criticism,വിമർശനം
bhaipaisenahihai,സഹോദരൻ ചില്ലിക്കാശല്ല
penniless,പെൻ‌ലെസ്സ്
nomoney,പണം ഇല്ല
pocket,പോക്കറ്റ്
pocketkhali,പോക്കറ്റ്ഖാലി
monthend,മാസാവസാനം
moh,മോ
sabmohmayahai,സുഭെം
hallucination,ഭ്രമം
illusion,മിഥ്യ
swami,സ്വാമി
saint,വിശുദ്ധൻ
gyan,ഗ്യാൻ
worldly,ല ly കികം
aunty,ആന്റി
auntyji,ആന്റി
namasteaunty,namasteaunty
namasteauntyji,namasteauntyji
padha,അവർ
padhade,വായിക്കുക
yar,നാളെ
yaaar,സുഹൃത്തേ
bhaipadhade,ഭപാഡഡെ
sutta,ചെന്നായ
sutte,ഈന്വുക
suttamar,സുത്താമർ
cigar,സിഗാർ
goachale,goachale
trip,യാത്ര
bachelortrip,bachelortrip
vacay,അവധി
baech,ആകട്ടെ
guytrip,ഗൈട്രിപ്പ്
frolic,ഉല്ലാസം
bor,തൽസമയ
bhook,ബുക്ക്
bhooklagi,ഭൂമിശാസ്ത്രം
bhooklagihai,ഭൂമി
hunger,വിശപ്പ്
tummy,വയറു
dekh,കാണുക
bhaiidhardekh,സഹോദരൻ
lookhere,ഇവിടെ നോക്കുക
hithere,ഹേയ്, അവിടെയുണ്ടോ
heythere,ഏയ്
piyega,കുടിക്കും
beermug,beermug
dekhbhai,ദെഖായി
golinahimarenge,golinahimarenge
marenge,മരിക്കും
kehkelenge,കെഹ്കെലെന്ഗെ
lenge,നീളമുള്ള
ghumna,കറങ്ങാൻ
notbf,notbf
bf,bf
boyfriendnahihota,ബോയ്ഫ്രണ്ട്നഹിഹോട്ട
dekhbehan,ശ്രദ്ധിക്കുക
phoneutha,ഫോണുത
receive,സ്വീകരിക്കുക
paisemere,എന്റെ പണം
expense,ചെലവ്
apni,ഞങ്ങളുടെ
kareenakapoor,കരീനകപൂർ
bebo,bebo
jabwemet,ജാബ്‌വെമെറ്റ്
dekhbe,കാണും
bakchodi,ഉല്ലാസം
moodkharab,ഫാഷൻ
dekhbehen,ശ്രദ്ധിക്കുക
likekaro,ബാലൻസ്
sharekaro,അവന്റെ കമ്പനി
chillmaro,ചില്ല്മാരോ
mehnat,അധ്വാനം
mehnatkar,കഠിനാധ്വാനം
jal,വെള്ളം
jalmat,ജല്മത്
jealous,അസൂയ
ishk,സ്നേഹം
sehet,sehet
sehat,ആരോഗ്യമുള്ള
seahtachha,കടൽ
sehatkliyeachha,സെഹത്ക്ലിയേച്ച
pagli,പഗ്ലി
dekhpagli,ദേഖ്പാഗ്ലി
aise,സുഖകരമാണ്
nadekh,കാണുക
cupid,കവിഡ്
arrow,അമ്പടയാളം
aisenadekh,അത്തരം കാഴ്ചപ്പാട്
tumse,നിങ്ങളിൽ നിന്ന്
tumsenahopayega,തുംസെൻ ഹൂപയേഗ
wander,അലഞ്ഞുതിരിയുക
lust,കാമം
trolleybag,ട്രോളിബാഗ്
trolley,ട്രോളി
bon,നല്ലത്
voyage,യാത്ര
bonvoyage,സ്വാഗതം
ours,നമ്മുടേത്
ourworld,നമ്മുടെ ലോകം
globetrotter,ഗ്ലോബട്രോട്ടർ
backpack,ബാക്ക്പാക്ക്
luggage,ലഗേജ്
getaway,ഒഴിഞ്ഞുമാറുക
