bobble,குமிழ்
जस्ट टेक्स्ट,வெறும் உரை
बंग,பேங்
बंग बंग,பேங் பேங்
पिस्तौल,பிஸ்டல்
ेमकोउन्टर,ेमकोउन्टर
पर्पल,ஊதா
ड्रेस,உடை
शूट,சுடு
वाओ,வோ
वोविस,வோவிஸ்
वोह,அது
नीस,அருமை
कोल्ड,குளிர்
जानते,தெரியும்
अचे,சரி
क्नोव,நொவ்
डाट,தடுப்பவர்
टॉकिंग,பேசுகிறது
हांजी,ஆம்
हाँ,ஆம்
हैंडल,கைப்பிடி
कांत,காந்த்
पाओगे,கண்டுபிடிக்கும்
ोप्स,ोप्स
ोंग,ोंग
गपड,வதந்திகள்
बगवान्न,புகேன்
ी,ी
रेट्रो,ரெட்ரோ
लड़किओं,பெண்கள்
तरह,பிடிக்கும்
गर्ल्स,பெண்கள்
लिखे,எழுதுங்கள்
इतर,மற்றவை
ाचा,ाचा
बजा,பாஜா
डुंग,சாணம்
उड़ा,ஊது
पतंग,காத்தாடி
धागा,நூல்
लपेट,மடக்கு
पो,போ
छे,ஆறு
बजी,ரங்
ढील,தளர்வு
डील,ஒப்பந்தம்
पहात,பார்ப்பது
बाज़ी,பார்லே
अजा,அஜா
पेंच,திருகு
एस्टी,எஸ்டீ
अटक,கைது செய்யப்பட்டார்
शौक,பொழுதுபோக்கு
पन्नी,படலம்
कन्नी,கண்ணி
कुरता,சட்டை
मंचा,மஞ்சா
कच्चा,மூல
कटा,நறுக்கியது
कटे,துண்டிக்கவும்
काटे,வெட்டு
दौड़ो,இயக்கவும்
डोगग्य,நாய்
ब्वॉय,பையன்
पूगगी,புக்கி
दादा जी,தாத்தா
दांत,பற்கள்
चचा,கலந்துரையாடல்
अंकल,மாமா
च च च,F f f
बुआ,அத்தை
की दुआ,ஆசீர்வாதம்
व,மற்றும்
ब्लेस्सिंग्स,ஆசீர்வாதம்
सहारा,ஆதரவு
भाई है,அண்ணன்
स्टाइल,உடை
स्टाइलिश,ஸ்டைலான
भाभी जी,அண்ணி
मेरी प्यारी,என் அருமையான
प्यारी भाभी,அழகான அண்ணி
बेहेन,சகோதரி
नकरे,நகரே
चूसे,சக்
नौटंकी,வித்தை
नानी,பாட்டி
कहानिया,கதைகள்
कान्हा,கன்ஹா
चवल,சவால்
चावल,அரிசி
अत,எனவே
टिया,தியா
चक्ति,சக்தி
चलती,நகரும்
बाई,பாய்
टाटा,டாடா
फॉर,க்கு
चपल,விளையாட்டுத்தனமான
मोड,பயன்முறை
साइलेंट,அமைதியாக
लेटस,கீரை
चलते,போகலாம்
बास्केट,கூடை
खाओगे,சாப்பிடுவார்
प्याला,கப்
बाउल,கிண்ணம்
चिलिंग,சிலிர்க்கும்
अलग,வேறு
शॉप,கடை
विंडो,சாளரம்
खरीदना,வாங்க
करोड़,கோடி
थकन,தங்க்
टायर्ड,சோர்வாக
हु,ஹு
साद,வெற்று
चल,நடக்க
यहां,இங்கே
आपका,உங்கள்
सबका,எல்லோரும்
स्वागत,வருக
कूल,கூல்
थिस,இது
चाट,நக்கி
मुलाकात,கூட்டம்
एंड्स,Ands
राइट,சரி
इधर ही,இங்கே மட்டும்
आवर,நம்முடையது
ग्रुप,குழு
ऐड,சேர்
पोस्ट,இடுகை
लड़ो,சண்டை
रिप्लाई,பதில்
तोह किआ,எனவே கியா
करा,தயவுசெய்து
ा\रा,ரா
लीविंग,வாழும்
नाउ,இப்போது
बई,பாய்
होगे,இருக்கும்
तेरा,உங்கள்
होगया है,செய்யப்பட்டுள்ளது
काली,கருப்பு
दू,செய்யுங்கள்
तुझे,உங்களுக்கு
तब,பின்னர்
मानेगा,கருத்தில் கொள்வார்
गलोच,குளோச்
एरर,பிழை
दारु बियर,மதுபானம் பீர்
स्वीटी,செல்லம்
व्हस्की,விஸ்கி
होंनई,ஹொனை
होनी,இருக்க வேண்டும்
जैकपोट,ஜாக்பாட்
लग,பார்
गइबे,கிபே
अल्कोहल,ஆல்கஹால்
किंग,ராஜா
चियर्स,சியர்ஸ்
ब्रांडी,பிராந்தி
बाथ बियर,குளியல் பீர்
बाथ,குளியல்
टल्ली,திருச்சபை
थपड,அறைந்து விடுங்கள்
