bobble,Bobble
लव,లవ్
बेबी,బేబీ
जानू,Janu
दिल,గుండె
सुन्दर,అన్ని
हैप्पी,హ్యాపీ
बर्थडे,పుట్టినరోజు
केक,కేక్
मॉम बत्ती,అమ్మ కాంతి
कैंडल,కొవ్వొత్తులు
गाना,పాట
शुभप्रभात,శుభోదయం
सुप्रभात,శుభోదయం
दिन,రోజు
सुबह,మార్నింగ్
सूरज,సూర్యుడు
चाय,టీ
उठना,లేచి
गुड मॉर्निंग,శుభోదయం
बेस्ट,ఉత్తమమైనది
गुड लक,అదృష్టం
परीक्षा,పరీక్ష
एग्जाम,పరీక్షా
टेस्ट,పరీక్ష
टॉप,టాప్
इम्तेहान,టెస్ట్
भाई,బ్రదర్
बेकार,పనికిరాని
गलत,పొరపాటు
प्लान,ప్రణాళిక
सीन,సీన్
आज,నేడు
हीरो,హీరో
ताकत,బలం
जान,లైఫ్
मुसीबत,ఇబ్బంది
माँ,తల్లి
लाड़ली,డార్లింగ్
ममता,mothering
दुलार,చేరటము
माता,తల్లి
खाना,ఆహారం
डिनर,డిన్నర్
मदर्स डे,మదర్స్ డే
लाडला,డియర్
मम्मी,మమ్మీ
लाडली,డియర్
सुलाना,నిద్రపోండి
लोहरी,Lohri
गोध,దేవుడు
पंखा,ఫ్యాన్
हव्वा,ఈవ్
पढ़ाई,అధ్యయనాలు
सीखना,తెలుసుకోండి
बताना,చెప్పడానికి
कपडे,బట్టలు
ठण्ड,కోల్డ్
बेस्ट माँ,ఉత్తమ అమ్మ
सबसे अच्छी माँ,ఉత్తమ అమ్మ
प्यारी माँ,ప్రియమైన తల్లి
सबसे अच्छी  माँ,ఉత్తమ అమ్మ
माँ का प्यार,తల్లి ప్రేమ
गोद,లాప్
फूल,పువ్వులు
बेलन,రోలింగ్ పిన్
बैट,BAT
हवा,గాలి
दुनिया,ప్రపంచం
बच्चा,బేబీ
खुशी,హ్యాపీనెస్
नाश्ता,అల్పాహారం
शब्द,పదాలు
खत,రచన
खुशकिस्मत,లక్కీ
पत्र,లేఖ
लिखना,రాయడానికి
सबसे अच्छी,ఉత్తమమైనది
कबार,ఏర్పర్చడానికి ఇతడి
बच्ची,ఆడపిల్ల
सेल्फी,Selfi
चित्र,చిత్రం
सेल्फी की रानी,సెల్ఫీ రాణి
रानी,రాణి
फोतो,ఫోటో
कैमरा,కెమెరా
पोज़,పోజ్
रोम,రోమ్
नाओ,ఇప్పుడు
समुन्दर,సముద్రం
उड़ना,ఎగరడానికి
चिड़िया,బర్డ్
टाइटैनिक,టైటానిక్
सड़क,రహదారి
गाडी,కారు
सामान,స్టఫ్
हॉर्न,హార్న్
लड़की,అమ్మాయి
छुरी काँटा,కత్తి ఫోర్క్
दारू,మద్యం
बियर,బీర్
पीना,త్రాగడానికి
रात,రాత్రి
शराब,వైన్
ठेका,ఒప్పందం
रास्ता,మార్గం
देश,దేశం
बैग,బ్యాగ్
बर्गर,బర్గర్
ऑरेंज ड्रिंक,ఆరెంజ్ డ్రింక్
भूक,ఆకలి
ढाबा,Dhaba
रेस्टोरेंट,రెస్టారెంట్
गाढ़ी,చిక్కటి
आसमान,ఆకాశం
बदल,మార్చు
पंछी,బర్డ్
प्लेन,విమానం
राजा,రాజు
सेल्फी का राजा,సెల్ఫీ రాజు
पेरिस,పారిస్
इफ्फेल टावर,ఈఫిల్ టవర్
फोटो,ఫోటో
लाल,ఎరుపు
वाइन,వైన్
लाल कपडे,ఎరుపు బట్టలు
बार,బార్
नेटवर्क,నెట్‌వర్క్
पहाड़,పర్వతం
कनेक्शन,కనెక్షన్
फ़ोन,ఫోన్
आई लव यू,నేను నిన్ను ప్రేమిస్తున్నాను
मोहोब्बत,లవ్
मैसेज,MESSAGE
किस,ఏం
चुम्मा,కిస్
गुलाब,గులాబీ
तकिया,దిండు
गद्दा,Mattress
बिस्तर,మంచం
बेड,పడకలు
गुड नाईट,గుడ్ నైట్
चप्पल,శాండల్
तुमसे प्यार है,నిన్ను ప్రేమిస్తున్నాను
बहुत ज्यादा,చాలా ఎక్కువ
आशिकी,ఆషికి
हाई,హై
हाउ आर यू ?,ఎలా ఉన్నారు?
शादी शुदा,వివాహితులు
ऑफिस,కార్యాలయాలు
कंप्यूटर,కంప్యూటర్
लैपटॉप,ల్యాప్‌టాప్
बर्फ,మంచు
चुटिया,క్యూ
मंडे,సోమవారం
सोमवार,సోమవారం
रोना,ఏడవడానికి
परेशान,కలత
लड़किया,బాలికల
बराबरी,సమానంగా
हक,హక్
पक्ष,వైపు
देरी,ఆలస్యం
बॉस,బాస్
समेह,Sameh
तनख्वा,వేతనాలు
खुसुर पुसुर,ఖుసూర్ పుసూర్
कॉफ़ी,కాఫీ
छोड़ना,బయలుదేరడానికి
तंग,టైట్
छोटू,షోర్టీ
कैंटीन,కాంటీన్
सुट्टा,స్మోక్డ్
बीड़ी,bidi
तंबाकू,పొగాకు
सिग्रेट,సిగరెట్స్
धुआँ,పొగ
मैनेजर,మేనేజర్
टिफ़िन,కాల భోజనం
खुशबू,పరిమళాల
दफ्तर,కార్యాలయం
प्रेशर,ప్రెజర్
आखरी दिन,చివరి రోజు
रैपर,రాపర్
गायक,గాయకుడు
पटोला,Patola
बोहेमिया,బొహేమియా
वोडका,వోడ్కా
हनी सिंग,తేనె పాడండి
भागेगी,నడుస్తుంది
जैगुआर,జాగ్వార్
बादशाह,కింగ్
दिल्ली,ఢిల్లీ
लंदन,లండన్
बजादु,bajadu
ज़ीउस,జ్యూస్
कंगना,కంగనా
र.डी.बी.,Radibi
सोनिया,సోనియా
ढिशूम,Disum
बॉयफ्रेंड,బాయ్ఫ్రెండ్
गर्लफ्रेंड,స్నేహితులు
मुटियारे,Mutiare
गड्डी,డెక్
जट्टिए,Jttia
डी.ज.,Dikjk
इंडियन,భారత
सोनीया,soniya
जेस्टर,జెస్టర్
डिशूम,Disum
इमरान,ఇమ్రాన్
गद्दी,సింహాసనము
रोल्ला,రోలా
इशारे,సంజ్ఞ
ऑनलाइन,ఆన్లైన్
बात,విషయం
कॉल,కాల్
गुस्सा,యాంగ్రీ
फ.बी.,Fkbik
पसंद,ఇష్టాలు
लाइक,ఇలా
कमेंट,వ్యాఖ్య
मोबाइल,మొబైల్
स्मार्ट फ़ोन,స్మార్ట్ఫోన్
लड़का,అబ్బాయి
विफई,వైఫై
डाटा,డేటా
उदास,విచారంగా ఉంది
लोट्टा,లాటా
शौचालय,మరుగుదొడ్డి
टॉयलेट,టాయిలెట్
पुस्तक,పుస్తకం
नोट्स,గమనికలు
नया,క్రొత్తది
खरीदारी,షాపింగ్
आर्डर,ఆర్డర్
चिलाना,నమలడానికి
डरना,భయపడాలి
नापसंद,మంది ఇష్టపడలేదు
चौकना,అప్రమత్తం చేయడానికి
नाराज़,గొంతు
प्यारा,మనోహరమైన
बाबू,బాబూ
शोना,షోన
जग जाओ,మేల్కొలపండి
किस्मत,ఫేట్
अबे,అబే
ओई,OE
लेआउट,లేఅవుట్
और आज का क्या सीन है,మరియు ఈ రోజు దృశ్యం ఏమిటి
गिमिंग,Giming
सुपरस्टार,సూపర్స్టార్
