bobble,ବବଲ୍ |
इलेक्ट्रिसिटी,ବିଦ୍ୟୁତ୍
टॉवल,ତଉଲିଆ |
कर्टेंस,କାର୍ଟେନସ୍ |
शेयर,ଅଂଶୀଦାର କରନ୍ତୁ |
योर,ତୁମର
लोकेशन,ଅବସ୍ଥାନ
अभी ही,ବର୍ତ୍ତମାନ
बताओ ना,ନା କୁହ
जैसी,ଯେପରି
वैसे,ବାସ୍ତବରେ
भरनी,ଷ୍ଟଫିଂ |
मिटटी,ମାଟି
कीप,ଫନେଲ୍ |
क्लीन,ପରିଷ୍କାର
साफ़,ପରିଷ୍କାର
क्लीन क्लीन,ପରିଷ୍କାର ପରିଷ୍କାର କରନ୍ତୁ |
सफाई पसंद,ପସନ୍ଦ ସଫା କରିବା |
ॉव,ॉव
कह,କୁହ
झांट,ଜନ୍ତ
फिर,ତା’ପରେ
सलफेट,ସଲଫେଟ୍ |
निकला,ବାହାରକୁ ଆସିଲା |
आइस क्रीम,ଆଇସ୍କ୍ରିମ୍
उन,ସେଗୁଡ଼ିକ |
रोड,ରାସ୍ତା
ब्रोस,ବ୍ରୋସ୍
बिफोर,ବିଫୋର୍ |
हॉर्स घोडा,ଘୋଡା ଘୋଡା |
प्लान्स,ଯୋଜନାଗୁଡିକ
स्वीट,ମିଠା
प्रतिशत,ଶତକଡା
वेल्ला,ଭେଲା |
बाउंड्री,ସୀମା
सुंगलीगत,ଚଷମା
नोबडी,କେହି ନୁହଁନ୍ତି
केयर परवाह,ଯତ୍ନ ଯତ୍ନ |
स्पेशल,ବିଶେଷ
कुक,ରାନ୍ଧ |
खास,ବିଶେଷ
मानती,ସହମତ |
मैंने,ମୁଁ
किया,କରିଛନ୍ତି
टिका,ହିଙ୍ଗସ୍
आरती,ଆରତୀ |
बहिन,ଭଉଣୀ |
टर्न,ଟର୍ନ୍ କରନ୍ତୁ |
चैंट,ଜପ କର |
सी,C
लड़का बॉय,ବାଳକ ବାଳକ
बफफ,ବଫ୍ |
फ्रेंड्स,ବନ୍ଧୁଗଣ
प्यारे बेस्टेस्ट,ପ୍ରିୟତମ
मैदान,ଭୂମି
आजा,ଆସ |
मैदान\,କ୍ଷେତ୍ର
खेल कूद,କ୍ରୀଡା ଜମ୍ପ |
डॉग्स,କୁକୁରମାନେ
फाइनली,ଶେଷରେ
नहाऊंगा,ଗାଧୋଇବ |
घास,ଘାସ
आलिआ,ଆଲିଆ
भट्ट,ଭଟ୍ଟ
कट्टी,କ୍ୟାଟି
येल्लो,ହଳଦିଆ
बै,ବାଇ
मी,ମି
िफ़,िफ़
रॉंग,ଭୁଲ
डंगरौद,ଡୁଙ୍ଗ୍ରୋଡ୍ |
बाद,ପରେ
दी,ଦିଆଗଲା |
ब्यौरे,ବିଶେଷ
बुरे,ଖରାପ
पिक्चर,ଛବି
विथ,ସହିତ
सनशाइन,ସୂର୍ଯ୍ୟକିରଣ |
शुगर,ଚିନି
दिलवाले,ଦିଲୱାଲେ |
गॉर्जियस,ସୁନ୍ଦର
ड्राप,ଡ୍ରପ୍
डेड,ମୃତ
कम्पलीट,ସଂପୂର୍ଣ୍ଣ
वरशिप,ପୂଜା
दलसे,ଡାଲ୍ସେ |
पैर,ଗୋଡ |
मैंट,ମଣ୍ଟ |
शार्ट,ସଂକ୍ଷିପ୍ତ
हॉट,ଗରମ |
शाय,ଶଯ୍ୟା
डंगरुड,ଡୁଙ୍ଗ୍ରୁଡ୍ |
हैव,ଅଛି |
सांग फॉर,ପାଇଁ ଗୀତ
यु,Y।
इट,ଏହା
पसीना,At ାଳ
विटामिन,ଭିଟାମିନ୍ |
फलंग,ଫାଲଙ୍ଗ
गिरन,ଗର୍ନ |
बटरफ्लाईज़,ପ୍ରଜାପତି
बुय,ବୁଣିବା
ब्रेथ,ନିଶ୍ୱାସ
अवे,ଦୂର
वाइट,ଧଳା |
में बैग,ବ୍ୟାଗ୍ ଇନ୍
पेज,ପୃଷ୍ଠା |
पंत,ପ୍ୟାଣ୍ଟ |
यूनिफार्म ड्रेस,ୟୁନିଫର୍ମ ପୋଷାକ |
पिलो,ହଳଦିଆ
लगेगी,ଦେଖିବ |
करले,କାର୍ଲେ |
फोड़,ବିସ୍ଫୋରଣ
ी\टाई,ଶ୍ରୀ ଟାଇ
आओ,ଆସ
पेपर,କାଗଜ
पांच,ପାଞ୍ଚ
मिनट,ମିନିଟ୍ |
मिन,ମିନିଟ୍
मई,ମେ
जानती,ଜାଣନ୍ତୁ |
दन्त,ଦାନ୍ତ
सब्ज़ी,ପନିପରିବା |
लेने,ନେବା
साग,ସବୁଜ
ले,ନିଅ
रिश्तेदार,ସମ୍ପର୍କୀୟ
मम्मी मम्मा,ମମି ମାମା |
आने,ଆସୁଛି
डांट,ଗାଳି
खाना है,ଖାଦ୍ୟ ଖାଅ |
चूड़ी,ବଙ୍ଗଳା |
सफाई करने दे,ସଫା କରନ୍ତୁ |
धूल,ଧୂଳି
मेहमान,ଅତିଥିମାନେ
मिलेगा,ପାଇବେ |
नौप,ନାଉପ୍ |
नहीं ना,ନା ନା
ग्रे,ଧୂସର
शेड्स,ଛାୟା
मीटिंग,ସଭା |
फ्राइडे,ଶୁକ୍ରବାର |
हेट,ହେଟ୍
मोंडेस,ମୋଣ୍ଟେସ୍ |
नहीं पसंद,ପସନ୍ଦ କରନ୍ତୁ ନାହିଁ |
डू,ଦୋ
काम करो,କାମ କର |
दोनोट,ଦାନ କରନ୍ତୁ ନାହିଁ |
दोने,ଉଭୟ
अभी नहीं,ବର୍ତ୍ତମାନ ନୁହେଁ |
aao kabhi,ସବୁବେଳେ ଆସ |
tea cup,ଚା କପ୍ |
चाइए,ଚା
ब्लूए,ବ୍ଲୁ
kabhi,ସର୍ବଦା
जिदने,ଜିଦ୍ଖୋରତା |
फ्लोर,ଚଟାଣ
रूनी,ରୁନି
ताल,କ୍ୟାଡେନ୍ସ
बीआरओ,BRO
डेविल्स,ଭୂତମାନେ |
वास्,ଥିଲା |
मेस्सिंग,ମେସେଜ୍ |
अराउंड,ଚାରିପାଖରେ
हैंड,ହାତ
रेड्स,ଲାଲ୍
ग्लोरी,ଗ ory ରବ |
बाल्ड,ବାଳ
बब्द,ଶବ୍ଦ
बेंड,ବଙ୍କା
बेकहम,ବେକହମ୍ |
नेवर,କଦାପି ନୁହେଁ |
वाक,ଭାଷଣ
अलोन,ଏକାକୀ
रुशिंग,ଦ ush ଡ଼ିବା |
स्टक,ଷ୍ଟକ୍ |
ट्रैन,ଟ୍ରାନ୍
बुर्नेद,ଜଳିଗଲା |
ओट,ଓଟସ୍ |
कीबोर्ड,କୀବୋର୍ଡ୍
ट्रैफिक,ଟ୍ରାଫିକ୍
भीड़,ଜନତା
गेटिंग,ପାଇବା
ड्रेस्ड,ପୋଷାକ
त्यार,ପ୍ରସ୍ତୁତ |
होना,ହେବାକୁ
थाबाद,ଥାବାଦ୍ |
थाबड़,ଥାବାଦ୍ |
ढोलक,ଡ଼୍ରାମର |
तबला,ତବଲା |
बजाओ,ଧକ୍କା ଦିଅ |
कच,କୁଚ୍
डिस्क,ଡିସ୍କ |
पियानो,ପିଆନୋ |
पुंगी,ପୁଙ୍ଗି |
बजेगगी,ଘଣ୍ଟା
फॉलो,ଅନୁସରଣ କରନ୍ତୁ
माया,ଭ୍ରମ
लीड,ଲିଡ୍ |
दूंगा,ଦେବେ |
ड्रम,ଡ଼୍ରମ୍ |
सेट,ସେଟ୍ |
वन्ना,ଭାନ୍ନା |
कम,କମ୍ |
व्हाई,କାହିଁକି?
टोटली,ଟୋଟଲି |
वर्थ,ମୂଲ୍ୟ
मदर,ମା
भगवन,ଭଗବାନ |
मुम्मा,ମାମା
कॉन्टिनोएड,ଜାରି ରଖନ୍ତୁ |
लकी,ଭାଗ୍ୟଶାଳୀ
इवू,ଇଭୁ
ष्यौर,ନିଶ୍ଚିତ ଭାବରେ |
साइंस,ବିଜ୍ଞାନ |
केमिकल,ରାସାୟନିକ
टेस्टोबे,ଟେଷ୍ଟୋବ |
टुब,ଟବ୍ |
खिलाओ,ଫିଡ୍
बोरिंग,ବିରକ୍ତିକର |
इसको,ଏହା
टीचर,ଶିକ୍ଷକ
किसने,କିଏ
काजल,କାଜଲ |
फैला,ବିସ୍ତାର କରନ୍ତୁ |
समुद्गे,ସମ୍ପ୍ରଦାୟଗୁଡିକ
मरूंगा,ମରିବ |
बहोत,ଅନେକ
लोड,ଲୋଡ୍ କର |
माय रूल्स,ମୋର ନିୟମ
रूल्स,ନିୟମ
मेरे हैं,ମୋର
देख,ଦେଖନ୍ତୁ |
गाए,ଗାଅ
क्रश,କ୍ରସ୍ |
पहना,ପରିଧାନ
अछि,ଭଲ
थैंक,ଧନ୍ୟବାଦ
छोडूंगा,ଚାଲିଯିବ |
लट्टू,ପନିଟେଲ୍ |
लूंगा,ନେବେ |
ग्लव्स,ଗ୍ଲୋଭସ୍ |
लैला,ଲ ail ଲା |
चिलौंगा,ଚିଲୋଙ୍ଗା |
ठरकी,ଷ୍ଟିଙ୍ଗ୍ |
करंट,ସାମ୍ପ୍ରତିକ
मरती,ମର |
लौंडा,କେଟଲ୍ |
लफंगा,ଲାଫଙ୍ଗା |
फ्रंशी,ଫରାସୀ
फ्रेंडशिप,ବନ୍ଧୁତା
फ्लावर्स,ଫୁଲ |
पलट,ଓଲଟପାଲଟ |
ठरक,ଷ୍ଟ୍ରାଇକ୍
बजौ,ବାଜୁ
सांग्स,ଗୀତ
चलेगी,ଚାଲିବ |
मोमबत्ती,ଏକ ମହମବତୀ |
उजाला,ଆଲୋକ
गुड,ଭଲ
मिक्की,ମିକ୍କି |
मेमोरीज,ସ୍ମୃତି
दास्य,ବନ୍ଧନ
डक,ଡକ୍ |
बतख,ଡକ୍ |
कार्टून्स,କାର୍ଟୁନ୍
इंसाने,ବାସ୍ତବରେ
मेटली,ମେଟେଲି
हिलारिणास,ହିଲାରିଆନା |
बचपन,ପିଲାଦିନ
माउस,ମାଉସ୍
फोर्बिडन,ନିଷେଧ |
रोमांटिक,ରୋମାଣ୍ଟିକ୍
इट्स,ଏହା ଅଟେ |
स्टार्टस,ଆରମ୍ଭ ହୁଏ |
विथ आ,ସହିତ ଆସ |
ओने,ଗୋଟିଏ |
सबके,ସମସ୍ତ ମଧ୍ୟରୁ
जनम,ଜନ୍ମ
कीतरस,କେଟାରାସ୍ |
माउस है,ମାଉସ୍ ହେଉଛି |
एकदम,ସମସ୍ତ
टॉस,ଟସ୍ |
सेल्ल,କକ୍ଷ
स्कर्ट गर्ल,ସ୍କର୍ଟ girl ିଅ
स्मूथ,ମସୃଣ |
डिलीवरी,ବିତରଣ
सेल,ବିକ୍ରୟ
१२थ,१२ थ
क्रिकेक्ट,କ୍ରିକେଟ୍
कूद फैन,ଫ୍ୟାନ୍ ଫମ୍ପ୍ |
बता,କୁହ
मोबाइल फैन,ମୋବାଇଲ୍ ପ୍ରଶଂସକ |
सेफ्टी,ସୁରକ୍ଷା
फर्स्ट,ପ୍ରଥମେ
बाँट,ବଣ୍ଟନ
सचिन,ସଚିନ୍
ा बे,ବେ ବେ
चक्का,ଫ୍ଲାଏୱେଲ୍ |
चौका,ଚତୁର୍ଥାଂଶ |
मारा क्रिकेट,କ୍ରିକେଟ୍ ହିଟ୍ କରନ୍ତୁ |
उसने,ସେ
स्टंप,ଷ୍ଟମ୍ପ୍ |
बॉल्स,ବଲ୍
थिस इस,ଏହା ହେଉଛି
२०,२०
उगता,ଉଠେ |
पौधा,ଉଦ୍ଭିଦ |
आगयी,ଜ୍ୱଳନ୍ତ
वर्ड,ଶବ୍ଦ
पससवर्ड,ପାସୱାର୍ଡ
आगे,ଆଗକୁ
घुस,ଆରୋହଣ
टी,ଟି
ऐश,ପାଉଁଶ
ुदलो,ुदलो
पापा डैडी,ପାପା ବାପା |
सांगत,କହିବା
पद,The post
गया है,ଚାଲିଯାଇଛି |
हो तुम,ଆପଣ କି?
हेड,ମୁଣ୍ଡ
देखि,ଠାରୁ
गोल,ଲକ୍ଷ୍ୟ |
लूसिंग,ଲସିଙ୍ଗ୍ |
सर,ସାର୍ |
गिरना,ପଡ଼ିବା
जमीन,ଭୂମି
प्रोग्राम्ड,ପ୍ରୋଗ୍ରାମ ହୋଇଛି
प्रोग्राम,ପ୍ରୋଗ୍ରାମ୍
बोत,ବୋତଲଗୁଡିକ
डाउनलोड,ଡାଉନଲୋଡ୍ |
ईंटो,ଇଟା
नट्स,ବାଦାମ |
लो,ନିଅ
स्क्रू,ସ୍କ୍ରୁ
करना चाहत,ଚାହିଁବେ
सिग्न,ସାଇନ୍ କରନ୍ତୁ |
प्लेस,ସ୍ଥାନ
फील,ଅନୁଭବ କର |
महसूस,ଅନୁଭବ କର |
बिटवीन,ମଧ୍ୟରେ
स्पार्क,ସ୍ପାର୍କ |
चिंगारी,ସ୍ପାର୍କ |
बीच,ମ middle ି
सर्किट,ସର୍କିଟ |
करब,କାର୍ବ |
वायर्स,ତାରଗୁଡ଼ିକ |
बत्ती,ଆଲୋକ
बम्बू,ବାଉଁଶ |
लेले,ଲେଲେ |
सोकड़ा,ସୋକ୍ରା |
लौरा,ଲ ura ରା |
लसां,ଟିକା
साथी,ସାଥୀ
मोमो,ମୋମୋ |
अखरोट,ବାଦାମ |
दूंगी,ଦେବେ |
आदि,ଇତ୍ୟାଦି
मंडी,ବଜାର
शांडि,ଶାଣ୍ଡି
चूड़ियां,ବଙ୍ଗଳା |
बँगलेस,ବଙ୍ଗଲେସ୍ |
अस्स,ଗଧ
गधा,ଗଧ
सुक,ସୁକ୍
घोसला,ଘୋସଲା |
आम,ସାଧାରଣ |
टक्के,ଶତକଡା
लारी,ଲାରି
जुग्गेणोत,Juggenot
फोर्क,ଫର୍କ
खीरा,କାକୁଡି |
विश,ଇଚ୍ଛା
वेल फॉर,ଭଲ ପାଇଁ
यू नॉट,ତୁମେ ନୁହେଁ |
नहो,ନେହା
भला,ଠିକ୍ ଅଛି |
होप,ଆଶା
लेस्स,ଲେସ୍
क्रेअटुरे,ସୃଷ୍ଟି
फेस,ଚେହେରା |
चेहरा,ଚେହେରା |
बोर,ବୋର
मझे बोरियत,ମୋତେ ବିରକ୍ତ କଲା |
बोरियत,ବିରକ୍ତିକର |
एनिमल,ପଶୁ
जानवर,ପଶୁ
सुररौनडेड,ଚତୁର୍ଦ୍ଦିଗରେ |
इडियट्स,Idiots
बुद्धू,Idiot
फरक,ଭିନ୍ନ |
पड़ता,ଜଳପ୍ରପାତ
मर्द,ମଣିଷ
तौह्त,ତୁହା
हिम,ତୁଷାର
मूव्स,ଗତି କରେ |
स्वीपर,ସୁଇପର
बाजु,ପାର୍ଶ୍ୱରେ |
हैट,ଟୋପି
स्तुन्निंग लड़की,ଶୁଣୁଥିବା girl ିଅ
क्वीन,ରାଣୀ
िष्ट्यले,िष्ट्यले
फवौरीते,ପ୍ରିୟ
नो नहीं,ନା ନା
बट,ବଟ
समझा,ବୁ .ିଗଲା
खुदको,ନିଜେ |
सोन,ପୁଅ
एंग्री,କ୍ରୋଧିତ |
ऐटिटूड,ମନୋଭାବ
दिखा,ଦେଖାଉଛି |
सुधरेगा,ଉନ୍ନତି ହେବ |
हट,ହାଟ
ज़्यादा,ଅଧିକ
सीरियस,ଗମ୍ଭୀର |
चित्तर,ଚିତ୍ର
कहनी,କାହାଣୀ
औकाद,ଆକାଦ୍ |
रह,ରୁହ |
बिसनेस,ବ୍ୟବସାୟ
लसन,ଲନ୍ |
भैंस,ବଫାଲୋ |
आंख,ଆଖି
खाएगा,ଖାଇବ |
aaj blue hai pani,ଆଜି ନୀଳ ଜଳ |
बीते दिन,ଦିନ ଗଲା |
ठंडक,ଶୀତଳତା
हेहे,ହେହେ
रैंबो,ରାମ୍ବୋ |
महौबत,ପ୍ରେମ
थक गया,ଥକି ଯାଇଛି
एवेंजर,ପ୍ରତିଶୋଧ
परेशानी नहीं,ଅସୁବିଧା ନୁହେଁ |
mudik,ଘରକୁ ଯିବା
lebaran,ଇଦ୍
ied,ied
लेडी,ଲେଡି
rindu,ମିସ୍
kangen,ତୁମକୁ ମନେ ପକାଉଛି
pantura,ପାଣ୍ଟୁରା |
ngantuk,ନିଦ୍ରା
बढ़ावा,ବୃଦ୍ଧି କର |
दुनिया के बहार,ଦୁନିଆରୁ
प्यार नहीं,ପ୍ରେମ ନାହିଁ |
बच के रह,ଜୀବନ୍ତ ରୁହ |
तैयार रहो,ପ୍ରସ୍ତୁତ ରୁହ |
समझाऊ,ବ୍ୟାଖ୍ୟା କର
playful,ଖେଳାଳୀ
packing,ପ୍ୟାକିଂ
nariyalpani,ନରେଲବେନ୍ |
coconutwater,ନଡିଆ ପାଣି |
ghoomne,ବୁଲିବା ପାଇଁ |
travelbags,ଟ୍ରାଭେଲ୍ ବ୍ୟାଗ୍
eiffeltower,ଇଫେଲ୍ ଟାୱାର
satisfied,ସନ୍ତୁଷ୍ଟ
ghoomna,ବୁଲିବା ପାଇଁ |
worldtrip,ୱାର୍ଲ୍ଡଟ୍ରିପ୍
nostress,ନାକ
travelbag,ଟ୍ରାଭେଲ୍ ବ୍ୟାଗ୍ |
idul,ଇଦ୍
fitri,ଫିଟ୍ରି |
idulfitri,idulfitri
bestdadintheworld,bestdadintheworld
happyfathersday,ପିତାଙ୍କ ଦିନ
bestdad,bestdad
appa,Papa
लड़की,Girl ିଅ
लड़का,ବାଳକ
20-20,20-20
न्यूज़,ସମ୍ବାଦ
बहम,ବାହମ୍ |
कमेंट्री,ମନ୍ତବ୍ୟ
happy fathers day,ପିତାଙ୍କ ଦିନ
बुक,ବୁକ୍ କର |
बस्ता,ବ୍ୟାଗ୍
Ghareloo,ଘର
Quirky,କ୍ୱିରି
Hometalk,ହୋମେଟାଲ୍କ |
GharelooBaatein,ଘର
announcement,ଘୋଷଣା
GettingLate,GettingLate
buttering,ବଟରିଂ |
eatoutside,ଖାଇବା
willcomelate,willcomelate
nofood,nofood
indianwife,ଭାରତୀୟ ସ୍ତ୍ରୀ
salwarsuite,ସାଲୱାରସୁଇଟ୍ |
fathers day,ପିତାଙ୍କ ଦିନ
happy father's day,ବାପାଙ୍କ ଦିନ
abba,abba
thakna,କ୍ଳାନ୍ତ ହୁଅ |
thakan,ଥଙ୍କ |
rajiv,ରାଜୀବ
chowk,ଚକ୍
kiya,କରିଛନ୍ତି
bahana,bahana
safar,ଭ୍ରମଣ |
chalau,ଆସ
violet,ବାଇଗଣୀ
bheed,ଜନତା
crowd,ଭିଡ଼
raji,ରାଜି
janta,ବଳୟ
squeeze,ଚିପୁଡ଼ିବା
ketupat,ହୀରା |
kue,ଏକ ପିଠା
helathy,ସୁସ୍ଥ
ypga,ypga
yog,ହଁ
ramdev,ramdev
pitanjali,Patanjali
world music day,ବିଶ୍ୱ ସଙ୍ଗୀତ ଦିବସ |
international yoga day,ଆନ୍ତର୍ଜାତୀୟ ଯୋଗ ଦିବସ |
चल पार्टी करते हैं,ଚାଲ ପାର୍ଟି କରିବା |
पुराणी बाते,ପୁରୁଣା କଥା
उबासी,ବିରକ୍ତ |
बढ़िया करना,ଜରିମାନା ଦେବାକୁ |
पढ़ाई,ଅଧ୍ୟୟନ |
मज़्ज़े,ମଜା କରନ୍ତୁ |
मज़े,ମଜା କରନ୍ତୁ |
happy eid,ଶୁଭ ଇଦ୍
Eid mubarak,ଇଦ୍ ମୁବାରକ |
eid-ul-fitr,ଡେଲଫ୍ଟ୍ରେ |
mubaral,ପ୍ରଭାବଶାଳୀ
jai jagannath,ଜୟ ଜଗନ୍ନାଥ |
