bobble,ધક્કો મારવો
spreading happiness,સુખ ફેલાવો
wishing good luck,શુભેચ્છા પાઠવું
spreading love,પ્રેમ ફેલાવો
and happiness,અને સુખ
hugging each other,એકબીજાને આલિંગન આપવું
celebrating joy,આનંદ ઉજવણી
with god's,ભગવાન સાથે
blessing's,આશીર્વાદ છે
prayers,પ્રાર્થના
masjidh,મસ્જિદ
ammaa yushrikoon,અમ્મા યુશેરીકૂન
Glory be to God,ભગવાનનો મહિમા થાય
celebrating happinees,સુખ ઉજવણી
relaxation,રાહત
joyness,આનંદ
inviting relations,આમંત્રિત સંબંધો
and friends at home,અને ઘરે મિત્રો
chemical,રાસાયણિક
combination,સંયોજન
gonna die,મૃત્યુ પામે છે
bhootiypa,પ્રાચીન
ka pyasa,ની તરસ્યા
of you blood,તમે લોહી
i want,હુ ઇચ્ચુ છુ
your blood,તમારું લોહી
dian,બિંદુ
vamp,વેમ્પ
your screwis,તમારા સ્ક્રુઇસ
little loose,થોડું છૂટક
dimaag ka,તમારા જીવનસાથી
screw dhilla,કોઈ સ્ક્રુ વસ્ત્રો
dumbness,મૂંગાપણું
churaliya,ચુરલિયા
tumne jo,તમે કોણ
dil ko,દિલમાં
nazar nai,નઝર નાય
churana,ચોરી કરો
sanam,સનમ
pyaar vyaar,પ્રેમ પ્રેમ
see kids,બાળકો જુઓ
your mom,તમારી મમ્મીએ
has arrived,આવી ગઈ છે
motherindia,મધરઇન્ડિયા
bachoon,એસ્કેપ
you can,તમે કરી શકો છો
eat mine,ખાણ
kadu,કડુ
wildest,જંગલી
jungleejanwar,જંગલીજનવાર
wildestanimal,જંગલી
broom stick,સાવરણી લાકડી
bhejafry pasand hai,મફત મોકલવા માંગો
myfavorite,મારુ મનપસન્દ
meri pasand,મારી પસંદગી
eat your,તમારા ખાય છે
khajaunga,ગંધ આવશે
chaatna,ચાટવું
jaunga,જશે
what is,શું છે
bheind,એક સ્ત્રી
the choli,ચોલી
odhani,મફલર
chunari,ચુનારી
chunari ke,ચુનારીની
neeche,નીચે
choli main dil,કાંચળીનું હૃદય
hain mera,મારા છે
chunari mein,ચુનારીમાં
dil hain mera,મારું હૃદય છે
this world,આ વિશ્વ
is also,પણ છે
it is,તે છે
our world,આપણી દુનિયા
outdoor game,આઉટડોર રમત
one of,માનૂ એક
the best game,શ્રેષ્ઠ રમત
its my ball,તે મારો બોલ છે
my court,મારી કોર્ટ
and my goal,અને મારું ધ્યેય
its only,તે માત્ર
and only,અને માત્ર
my turn,મારો વારો
how much,કેટલુ
exams will,પરીક્ષા કરશે
you take,તમે લો
my lord,મારા ભગવાન
to go that side,તે તરફ જવું
you will,તમે કરશે
have to,છે
cross ',ક્રોસ '
my dead,મારા મૃત
us paar,યુગલ દંપતી
that side,તે બાજુ
dead body,મૃત શરીર
crossing,ક્રોસિંગ
this side,આ બાજુ
nai toh,અમુક બિંદુ
yeh nai,યે ના
toh woh,જેથી
make everyone,દરેકને બનાવો
on my,મારા પર
dance karna,નૃત્ય કરવું
red  card,લાલ કાર્ડ
this is,આ છે
my goal,મારુ ધ્યેય
red card,લાલ કાર્ડ
warnning,ચેતવણી
suspend,સ્થગિત
footbaal,ફૂટબ .લ
finale,અંતિમ
education,શિક્ષણ
hard study,સખત અભ્યાસ
sucess,suces
jarurat,જરૂર
study hard,મહેનતથી ભણો
english,અંગ્રેજી
math,ગણિત
science class,વિજ્ .ાન વર્ગ
for exam,પરીક્ષા માટે
tests,પરીક્ષણો
university,યુનિવર્સિટી
Secondary school,મધ્યમિક શાળા
middle school,મધ્યમ શાળા
outsider,બહારની વ્યક્તિ
lifestyle,જીવનશૈલી
course study,અભ્યાસક્રમ અભ્યાસ
confident boy,વિશ્વાસ છોકરો
difficult test,મુશ્કેલ પરીક્ષણ
easy test,સરળ પરીક્ષણ
hard work,મહેનત
english test,અંગ્રેજી પરીક્ષણ
tention,ટેશન
expression,અભિવ્યક્તિ
unfavourable opinion,બિનતરફેણકારી અભિપ્રાય
college life,કોલેજ જીવન
don't get me angry,મને ગુસ્સો ન કરો
copy cat,ક copyપિ બિલાડી
classmate,ક્લાસમેટ
angry bird,ક્રોધિત પક્ષી
piece of work,કામ ભાગ
Project,પ્રોજેક્ટ
sytle,શૈલી
grade,ગ્રેડ
blossom,ખીલવું
fantabalous,કલ્પનાશીલ
once again,ફરી એકવાર
hogaya hai,કરવામાં આવ્યું છે
mujhko,મને
toh pyaar sajana,તો પ્યાર સઝના
but,પરંતુ
you cant,તમે પોકળ વાણી
my ego,મારો અહંકાર
bollywood movie,બોલીવુડ મૂવી
white saree,સફેદ સાડી
hit movie,હિટ મૂવી
you cannot,તું ના કરી શકે
show them,તેમને બતાવો
cahin smoker,ક્યાંક ધૂમ્રપાન કરનાર
doston,મિત્રો
dost and cigaretee,ડોસ્ટ અને સિગારેટ
sallu bhai,સલ્લુ ભાઈ
pandey ji,બાજુવાળા જી
best hera,શ્રેષ્ઠ હેરા
its awesome,તે અદ્ભુત છે
mindblowing,ખુબજ સરસ
date pe,પર ડેટા
vakil,વકીલ
judge,ન્યાયાધીશ
case,કેસ
saza,સજા
prem chopra,પ્રેમ ચોપરા
paint coat,પેઇન્ટ કોટ
mancloth,mancloth
monadarling,એકમાત્ર
hindi film,હિન્દી ફિલ્મ
munch,વાગોળવું
kurta pjama,કુર્તા પજમાસ
badman,ખરાબ માણસ
dath,રંગ
sochna,વિચારવું
tabiyat khrb,આરોગ્ય ટ્રિલિયન
pet dard,પાળતુ પ્રાણી
and sleep tight,અને ચુસ્ત sleepંઘ
love sleep,sleepંઘ પ્રેમ
let me sleep,મને સૂવા દો
sleep naked,નગ્ન sleepંઘ
Just sleep,જરા સૂઈ જાઓ
Sleep More,વધુ leepંઘ
get away,દુર જા
distress,તકલીફ
aj door raho,હું દરવાજો
please get out,કૃપા કરીને બહાર નીકળો
main nai aa sakta,હું આવી શકતો નથી
vacation cancel,વેકેશન રદ
mom bimar hain,માતા બીમાર છે
No Masti,ચરબી નથી
fun time,આનંદ સમય
task,કાર્ય
employed,કાર્યરત
workforce,કાર્યબળ
salvage,બચાવ
hindifilm,hindifilm
tejadon,છત
funnyman,રમુજી
indian tv,ભારતીય ટીવી
service,સેવા
jobpost,જોબપોસ્ટ
kamkardo,કામકાર્ડો
pan,પણ
officeboy,ઓફિસબોય
khrcha,ખર્ચ
zamana,સમય
conduction,વહન
instruction,સૂચના
regulation,નિયમન
structure,માળખું
system,સિસ્ટમ
working women,કામ કરતી સ્ત્રીઓ
mood off,મૂડ બંધ
panga na lena,તમારી સાથે લડવા
thok dungi,જથ્થાબંધ આપશે
sunday work,રવિવાર કામ
no life,જીવન નથી
work and me,કામ અને હું
busy work,વ્યસ્ત કાર્ય
My life flashes,મારું જીવન ચમક્યું
before my eyes,મારી આંખો પહેલાં
when my phone has,જ્યારે મારો ફોન છે
1% battery power,1% બેટરી પાવર
Hey battery,હે બેટરી
bahaney,કાર્ગોમાં
bahanebaz,Tendોંગ કરનાર
ajnahi nahihopayega,કોણ ઉપયોગ કરશે નહીં
gyarah,અગિયાર
bestis,bestis
;,;
Hum ek,અમે એ
aur ek,અને એક
gyarah hai,તે અગિયાર છે
aur us,અને તે
saale ko,ભાભી ને
nau-do-gyarah,નવ-અગિયાર
'Take a little,'થોડું લો
in your palm,તમારી હથેળીમાં
drown in it and die!',તેમાં ડૂબીને મરી જ! '
Die in a,માં મૃત્યુ પામે છે
handful of water,મુઠ્ઠીભર પાણી
one is so ashamed,એક તેથી શરમ આવે છે
of one's act that,કોઈની કૃત્ય કે
he should go,તેણે જવું જોઈએ
commit suicide,આત્મહત્યા
by drowning in a,માં ડૂબીને
cupped hand of water,પાણી cuped હાથ
One doesn’t know,કોઈ જાણતું નથી
how to dance,કેવી રીતે નૃત્ય કરવા માટે
and blames it,અને તે દોષારોપણ કરે છે
on the stage,મંચ ઉપર
being uneven,અસમાન હોવા
mausam,હવામાન
pomegranate,દાડમ
Punica granatum,પુનિકા ગ્રેનાટમ
fruit-bearing,ફળ આપનાર
Important Nutrients,મહત્વપૂર્ણ પોષક તત્વો
Fiber,ફાઈબર
Vitamin K,વિટામિન કે
A pomegranate,એક દાડમ
hundred sick,સો માંદા
one fruit,એક ફળ
cures,ઉપચાર
hundred diseases.,સો રોગો.
good person to tackle,સામનો કરવા માટે સારી વ્યક્તિ
number of patients,દર્દીઓની સંખ્યા
doesn't know,ખબર નથી
the taste of ginger,આદુનો સ્વાદ
sailor,નાવિક
young woman,યુવાન સ્ત્રી
girlbody,ગર્લબોડી
young man,જુવાનીયો
manbody,માણસ
womenbody,મહિલા
rupaiya nai hai boss,રૂપીયા ના હૈ બોસ
kadki hai,નીચ છે
jeb khali hain,ખિસ્સા ખાલી છે
all is,બધા છે
nothing else,બિજુ કશુ નહિ
intution,અંતર્જ્ .ાન
panditji,વિદ્વાન
sutta marne,મોર્ન આસપાસ
chain smoker,સાંકળ ધૂમ્રપાન કરનાર
chal bhai,ચાલો ભાઈ
goa chalte hain,જાઓ જાઓ
kantala,કંટાળા
araha,હું તે જોઉં છું
pakkaraha,pakkaraha
PJ mat,પીજે સાદડી
mar bhai,માર ભાઈ
bhuk lagi hain,ભૂખ્યા છે
khana do,ભોજન આપો
hungry brother,ભૂખ્યા ભાઈ
see here,અહીં જુઓ
my brother,મારો ભાઈ
idhar dekh,અહીં જુઓ
mere dost,મારા મિત્રો
ek beer,હું સહન કરું છું
marteh hain,ચાલો મારી નાખીએ
alchol,દારૂ
vodhka,પાણી માર્ગદર્શિકા
urine,પેશાબ
sussu,આગળ
ek number,એક નંબર
zor se lagi,જોર સે લગી
control nai,નિયંત્રણ નવી
hota bhai,ભાઈ હોત
areh mere,વધુ areh
bhabhi lagti,બહેન લાગે છે
