bobble,ಬಬಲ್
किया,ಮಾಡಿದರು
टिका,ಹಿಂಜ್
आरती,ಆರತಿ
बहिन,ಸಹೋದರಿ
टर्न,ತಿರುಗಿ
चैंट,ಜಪ
सी,ಸಿ
लड़का बॉय,ಹುಡುಗ ಹುಡುಗ
बफफ,ಬಫ್
फ्रेंड्स,ಸ್ನೇಹಿತರು
प्यारे बेस्टेस्ट,ಆತ್ಮೀಯ ಅತ್ಯುತ್ತಮ
मैदान,ನೆಲ
आजा,ಬನ್ನಿ
मैदान\,ಕ್ಷೇತ್ರ
खेल कूद,ಕ್ರೀಡಾ ಜಿಗಿತ
डॉग्स,ನಾಯಿಗಳು
फाइनली,ಕೊನೆಯದಾಗಿ
नहाऊंगा,ಸ್ನಾನ ಮಾಡುತ್ತದೆ
घास,ಹುಲ್ಲು
आलिआ,ಆಲಿಯಾ
भट्ट,ಭಟ್
कट्टी,ಕೇಟಿ
येल्लो,ಹಳದಿ
बै,ಬಾಯಿ
मी,ಎಂ
िफ़,िफ़
रॉंग,ತಪ್ಪಾಗಿದೆ
डंगरौद,ಡಂಗ್ರೋಡ್
बाद,ನಂತರ
दी,ನೀಡಲಾಗಿದೆ
ब्यौरे,ವಿವರಗಳು
बुरे,ಕೆಟ್ಟದು
पिक्चर,ಚಿತ್ರ
विथ,ಜೊತೆ
सनशाइन,ಸನ್ಶೈನ್
शुगर,ಸಕ್ಕರೆ
दिलवाले,ದಿಲ್ವಾಲೆ
गॉर्जियस,ಗಾರ್ಜಿಯಸ್
ड्राप,ಡ್ರಾಪ್
डेड,ಸತ್ತ
कम्पलीट,ಪೂರ್ಣಗೊಂಡಿದೆ
वरशिप,ಪೂಜೆ
दलसे,ಡಾಲ್ಸೆ
पैर,ಕಾಲುಗಳು
मैंट,ಮಂತ್
शार्ट,ಚಿಕ್ಕದಾಗಿದೆ
हॉट,ಬಿಸಿ
शाय,ಹಾಸಿಗೆ
डंगरुड,ಡಂಗ್ರಡ್
हैव,ಹ್ಯಾವ್
सांग फॉर,ಗಾಗಿ ಹಾಡು
यु,ವೈ
इट,ಅದು
पसीना,ಬೆವರು
विटामिन,ವಿಟಮಿನ್
फलंग,ಫಲಾಂಗ್
गिरन,ಗಿರ್ನ್
बटरफ्लाईज़,ಚಿಟ್ಟೆ
बुय,ಬಿತ್ತನೆ
ब्रेथ,ಉಸಿರು
अवे,ದೂರ
वाइट,ಬಿಳಿ
में बैग,ಬ್ಯಾಗ್ ಇನ್
पेज,ಪುಟ
पंत,ಪಂತ್
यूनिफार्म ड्रेस,ಏಕರೂಪದ ಉಡುಗೆ
पिलो,ಹಳದಿ
लगेगी,ನೋಡೋಣ
करले,ಕಾರ್ಲೆ
फोड़,ಒಡೆದಿದೆ
ी\टाई,ಶ್ರೀ ಟೈ
आओ,ಬನ್ನಿ
पेपर,ಕಾಗದ
पांच,ಐದು
मिनट,ನಿಮಿಷ
मिन,ಕನಿಷ್ಠ
मई,ಮೇ
जानती,ತಿಳಿಯಿರಿ
दन्त,ಹಲ್ಲುಗಳು
सब्ज़ी,ತರಕಾರಿ
लेने,ತೆಗೆದುಕೊಳ್ಳಲಾಗುತ್ತಿದೆ
साग,ಗ್ರೀನ್ಸ್
ले,ತೆಗೆದುಕೊಳ್ಳಿ
रिश्तेदार,ಸಾಪೇಕ್ಷ
मम्मी मम्मा,ಮಮ್ಮಿ ಮಾಮಾ
आने,ಬರುತ್ತಿದೆ
डांट,ಬೈಯುವುದು
खाना है,ಆಹಾರವನ್ನು ಹೊಂದಿರಿ
चूड़ी,ಬಳೆ
सफाई करने दे,ಸ್ವಚ್ .ಗೊಳಿಸಲಿ
धूल,ಧೂಳು
मेहमान,ಅತಿಥಿಗಳು
मिलेगा,ಸಿಗುತ್ತದೆ
नौप,ನೌಪ್
नहीं ना,ಇಲ್ಲ ಇಲ್ಲ
ग्रे,ಗ್ರೇ
शेड्स,.ಾಯೆಗಳು
मीटिंग,ಸಭೆ
फ्राइडे,ಶುಕ್ರವಾರ
हेट,ಹೆಟ್
मोंडेस,ಮೊಂಡೆಸ್
नहीं पसंद,ಇಷ್ಟವಿಲ್ಲ
डू,ಡೂ
काम करो,ಕೆಲಸ ಮಾಡಿ
दोनोट,ಡೊನೊಟ್
दोने,ಎರಡೂ
अभी नहीं,ಈಗಲ್ಲ
aao kabhi,ಎಂದೆಂದಿಗೂ ಬನ್ನಿ
tea cup,ಟೀ ಕಪ್
चाइए,ಚಾಯ್
ब्लूए,ಬ್ಲೋ
kabhi,ಎಂದೆಂದಿಗೂ
जिदने,ಮೊಂಡುತನ
फ्लोर,ಮಹಡಿ
रूनी,ರೂನೇ
ताल,ಕ್ಯಾಡೆನ್ಸ್
बीआरओ,BRO
डेविल्स,ದೆವ್ವಗಳು
वास्,ಆಗಿತ್ತು
मेस्सिंग,ಗೊಂದಲ
अराउंड,ಸುಮಾರು
हैंड,ಕೈ
रेड्स,ಕೆಂಪು
ग्लोरी,ವೈಭವ
बाल्ड,ಬೋಳು
बब्द,ಪದ
बेंड,ಬೆಂಡ್
बेकहम,ಬೆಕ್ಹ್ಯಾಮ್
नेवर,ಎಂದಿಗೂ
वाक,ಮಾತು
अलोन,ಏಕಾಂಗಿಯಾಗಿ
रुशिंग,ನುಗ್ಗುತ್ತಿದೆ
स्टक,ಸ್ಟಾಕ್
ट्रैन,ಟ್ರಾನ್
बुर्नेद,ಸುಟ್ಟುಹೋಯಿತು
ओट,ಓಟ್ಸ್
कीबोर्ड,ಕೀಬೋರ್ಡ್
ट्रैफिक,ದಟ್ಟಣೆ
भीड़,ಜನಸಮೂಹ
गेटिंग,ಪಡೆಯಲಾಗುತ್ತಿದೆ
ड्रेस्ड,ಧರಿಸುತ್ತಾರೆ
त्यार,ಸಿದ್ಧ
होना,ಎಂದು
थाबाद,ಥಾಬಾದ್
थाबड़,ಥಾಬಾದ್
ढोलक,ಡ್ರಮ್ಮರ್
तबला,ತಬ್ಲಾ
बजाओ,ಸ್ಫೋಟಿಸಿ
कच,ಕಚ್
डिस्क,ಡಿಸ್ಕ್
पियानो,ಪಿಯಾನೋ
पुंगी,ಪುಂಗಿ
बजेगगी,ಓಕ್ಲಾಕ್
फॉलो,ಅನುಸರಿಸಿ
माया,ಭ್ರಮೆ
लीड,ಲೀಡ್
दूंगा,ನೀಡುತ್ತದೆ
ड्रम,ಡ್ರಮ್ಸ್
सेट,ಸೆಟ್
वन्ना,ವನ್ನಾ
कम,ಕಡಿಮೆ
व्हाई,ಏಕೆ
टोटली,ಟೊಟ್ಲಿ
वर्थ,ಯೋಗ್ಯವಾಗಿದೆ
मदर,ತಾಯಿ
भगवन,ದೇವರು
मुम्मा,ಅಮ್ಮ
कॉन्टिनोएड,ಮುಂದುವರೆದಿದೆ
लकी,ಅದೃಷ್ಟ
इवू,ಇವು
ष्यौर,ಖಂಡಿತವಾಗಿ
साइंस,ವಿಜ್ಞಾನ
केमिकल,ರಾಸಾಯನಿಕ
टेस्टोबे,ಟೆಸ್ಟೋಬ್
टुब,ಟಬ್
खिलाओ,ಫೀಡ್
बोरिंग,ನೀರಸ
इसको,ಇದು
टीचर,ಶಿಕ್ಷಕ
किसने,ಯಾರು
काजल,ಕಾಜಲ್
फैला,ಹರಡಿ
समुद्गे,ಸಮುದಾಯಗಳು
मरूंगा,ಸಾಯುತ್ತದೆ
बहोत,ಅನೇಕ
लोड,ಲೋಡ್ ಮಾಡಿ
माय रूल्स,ನನ್ನ ನಿಯಮಗಳು
रूल्स,ನಿಯಮಗಳು
मेरे हैं,ನನಗೆ ಸೇರಿದೆ
देख,ನೋಡಿ
गाए,ಹಾಡಿ
क्रश,ಮೋಹ
पहना,ಧರಿಸುತ್ತಾರೆ
अछि,ಒಳ್ಳೆಯದು
थैंक,ಧನ್ಯವಾದಗಳು
छोडूंगा,ಹೊರಟು ಹೋಗುತ್ತದೆ
लट्टू,ಪೋನಿಟೇಲ್
लूंगा,ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ
ग्लव्स,ಕೈಗವಸುಗಳು
लैला,ಲೈಲಾ
चिलौंगा,ಚಿಲ್ಲೊಂಗಾ
ठरकी,ಕುಟುಕು
करंट,ಪ್ರಸ್ತುತ
मरती,ಡೈ
लौंडा,ಕೆಟಲ್
लफंगा,ಲಫಂಗಾ
फ्रंशी,ಫ್ರೆಂಚ್
फ्रेंडशिप,ಸ್ನೇಹ
फ्लावर्स,ಹೂಗಳು
पलट,ಹಿಂದಿಕ್ಕಿದೆ
ठरक,ಮುಷ್ಕರ
बजौ,ಬಜೌ
सांग्स,ಹಾಡುಗಳು
चलेगी,ಓಡುತ್ತದೆ
मोमबत्ती,ಒಂದು ಮೇಣದ ಬತ್ತಿ
उजाला,ಬೆಳಕು
गुड,ಒಳ್ಳೆಯದು
मिक्की,ಮಿಕ್ಕಿ
मेमोरीज,ನೆನಪುಗಳು
दास्य,ಬಂಧನ
डक,ಬಾತುಕೋಳಿ
बतख,ಬಾತುಕೋಳಿ
कार्टून्स,ಕಾರ್ಟೂನ್
इंसाने,ಮೂಲಕ
मेटली,ಮೆಟ್ಲಿ
हिलारिणास,ಹಿಲರಿಯಾನಾ
बचपन,ಬಾಲ್ಯ
माउस,ಮೌಸ್
फोर्बिडन,ನಿಷೇಧಿಸಲಾಗಿದೆ
रोमांटिक,ರೋಮ್ಯಾಂಟಿಕ್
इट्स,ಅದು
स्टार्टस,ಪ್ರಾರಂಭವಾಗುತ್ತದೆ
विथ आ,ಬನ್ನಿ
ओने,ಒಂದು
सबके,ಎಲ್ಲಕ್ಕಿಂತ
जनम,ಜನನ
कीतरस,ಕೇತರಸ್
माउस है,ಮೌಸ್ ಆಗಿದೆ
एकदम,ಎಲ್ಲಾ
टॉस,ಟಾಸ್
सेल्ल,ಸೆಲ್
स्कर्ट गर्ल,ಸ್ಕರ್ಟ್ ಹುಡುಗಿ
स्मूथ,ನಯ
डिलीवरी,ವಿತರಣೆ
सेल,ಮಾರಾಟ
१२थ,12 थ
क्रिकेक्ट,ಕ್ರಿಕೆಟ್
कूद फैन,ಜಂಪ್ ಫ್ಯಾನ್
बता,ಹೇಳಿ
मोबाइल फैन,ಮೊಬೈಲ್ ಅಭಿಮಾನಿ
सेफ्टी,ಸುರಕ್ಷತೆ
फर्स्ट,ಮೊದಲು
बाँट,ವಿತರಣೆ
सचिन,ಸಚಿನ್
ा बे,ಬೇ ಕೊಲ್ಲಿ
चक्का,ಫ್ಲೈವೀಲ್
चौका,ನಾಲ್ಕನೇ
मारा क्रिकेट,ಕ್ರಿಕೆಟ್ ಹಿಟ್
उसने,ಅವನು
स्टंप,ಸ್ಟಂಪ್
बॉल्स,ಚೆಂಡುಗಳು
थिस इस,ಇದು
२०,20
उगता,ಏರುತ್ತದೆ
पौधा,ಸಸ್ಯ
आगयी,ಉರಿಯುತ್ತಿರುವ
वर्ड,ಪದ
पससवर्ड,ಪಾಸ್ವರ್ಡ್
आगे,ಮತ್ತಷ್ಟು
घुस,ಕ್ಲೈಂಬಿಂಗ್
टी,ಟಿ
ऐश,ಬೂದಿ
ुदलो,ुदलो
पापा डैडी,ಪಾಪಾ ಡ್ಯಾಡಿ
सांगत,ಹೇಳುವುದು
पद,ಪೋಸ್ಟ್
गया है,ಹೋಗಿದೆ
हो तुम,ನೀವು
हेड,ತಲೆ
देखि,ಇಂದ
गोल,ಗುರಿ
लूसिंग,ಲುಸ್ಸಿಂಗ್
सर,ಸರ್
गिरना,ಬೀಳಲು
जमीन,ನೆಲ
प्रोग्राम्ड,ಪ್ರೋಗ್ರಾಮ್ ಮಾಡಲಾಗಿದೆ
प्रोग्राम,ಕಾರ್ಯಕ್ರಮ
बोत,ಬಾಟಲಿಗಳು
डाउनलोड,ಡೌನ್‌ಲೋಡ್
ईंटो,ಇಟ್ಟಿಗೆ
नट्स,ಬೀಜಗಳು
लो,ತೆಗೆದುಕೊಳ್ಳಿ
स्क्रू,ತಿರುಪು
करना चाहत,ಬಯಸುತ್ತೇನೆ
सिग्न,ಸೈನ್ ಮಾಡಿ
प्लेस,ಸ್ಥಳ
फील,ಅನುಭವ
महसूस,ಅನುಭವ
बिटवीन,ನಡುವೆ
स्पार्क,ಸ್ಪಾರ್ಕ್
चिंगारी,ಸ್ಪಾರ್ಕ್
बीच,ಮಧ್ಯ
सर्किट,ಸರ್ಕ್ಯೂಟ್
करब,ಕಾರ್ಬ್
वायर्स,ತಂತಿಗಳು
बत्ती,ಬೆಳಕು
बम्बू,ಬಿದಿರು
लेले,ಲೆಲೆ
सोकड़ा,ಸೊಕ್ರ
लौरा,ಲಾರಾ
लसां,ಲಸಿಕೆಗಳು
साथी,ಸಹವರ್ತಿ
मोमो,ಮೊಮೊ
अखरोट,ವಾಲ್್ನಟ್ಸ್
दूंगी,ನೀಡುತ್ತದೆ
आदि,ಇತ್ಯಾದಿ.
मंडी,ಮಾರುಕಟ್ಟೆ
शांडि,ಶಾಂಡಿ
चूड़ियां,ಬಳೆಗಳು
बँगलेस,ಬಂಗ್ಲೆಸ್
अस्स,ಕತ್ತೆ
गधा,ಕತ್ತೆ
सुक,ಸುಕ್
घोसला,ಘೋಸ್ಲಾ
आम,ಸಾಮಾನ್ಯ
टक्के,ಶೇಕಡಾ
लारी,ಲಾರಿ
जुग्गेणोत,ಜುಗ್ಗನೋಟ್
फोर्क,ಫೋರ್ಕ್
खीरा,ಸೌತೆಕಾಯಿ
विश,ಹಾರೈಕೆ
वेल फॉर,ಒಳ್ಳೆಯದು
यू नॉट,ನೀವು ಅಲ್ಲ
नहो,ನೋವಾ
भला,ಸರಿ
होप,ಹೋಪ್
लेस्स,ಲೆಸ್
क्रेअटुरे,ಸೃಷ್ಟಿ
फेस,ಮುಖ
चेहरा,ಮುಖ
बोर,ಬೋರ್
मझे बोरियत,ನನಗೆ ಬೇಸರವಾಯಿತು
बोरियत,ಬೇಸರ
एनिमल,ಪ್ರಾಣಿ
जानवर,ಪ್ರಾಣಿ
सुररौनडेड,ಸುತ್ತುವರೆದಿದೆ
इडियट्स,ಈಡಿಯಟ್ಸ್
बुद्धू,ಈಡಿಯಟ್
फरक,ವಿಭಿನ್ನ
पड़ता,ಜಲಪಾತ
मर्द,ಮನುಷ್ಯ
तौह्त,ಸ್ಪರ್ಶ
हिम,ಹಿಮ
मूव्स,ಚಲಿಸುತ್ತದೆ
स्वीपर,ಸ್ವೀಪರ್
बाजु,ಬದಿಯಲ್ಲಿ
हैट,ಟೋಪಿ
स्तुन्निंग लड़की,ಕೇಳುವ ಹುಡುಗಿ
क्वीन,ರಾಣಿ
िष्ट्यले,िष्ट्यले
फवौरीते,ನೆಚ್ಚಿನ
नो नहीं,ಇಲ್ಲ ಇಲ್ಲ
बट,ಬಟ್
समझा,ಅರ್ಥವಾಯಿತು
खुदको,ಸ್ವತಃ
सोन,ಮಗ
एंग्री,ಕೋಪ
ऐटिटूड,ವರ್ತನೆ
दिखा,ತೋರಿಸಲಾಗುತ್ತಿದೆ
सुधरेगा,ಸುಧಾರಿಸುತ್ತದೆ
हट,ಹಟ್
ज़्यादा,ಇನ್ನಷ್ಟು
सीरियस,ಗಂಭೀರ
चित्तर,ಚಿತ್ತಾರ್
कहनी,ಕಥೆ
औकाद,ಅಕಾಡ್
रह,ಉಳಿಯಿರಿ
बिसनेस,ವ್ಯಾಪಾರ
लसन,ಲಾನ್
भैंस,ಬಫಲೋ
आंख,ಕಣ್ಣು
खाएगा,ತಿನ್ನುತ್ತದೆ
aaj blue hai pani,ಇಂದು ನೀಲಿ ನೀರು
बीते दिन,ದಿನಗಳು ಕಳೆದಿವೆ
ठंडक,ಕೂಲ್ನೆಸ್
हेहे,ಹೆಹೆ
रैंबो,ರಾಂಬೊ
महौबत,ಪ್ರೀತಿ
थक गया,ದಣಿದಿದೆ
एवेंजर,ಎವೆಂಜರ್
परेशानी नहीं,ತೊಂದರೆ ಇಲ್ಲ
mudik,ಮನೆಗೆ ಹೋಗುವುದು
lebaran,ಈದ್
ied,ಅಂದರೆ
लेडी,ಲೇಡಿ
rindu,ಮಿಸ್
kangen,ನಿಮ್ಮನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತೀರಿ
pantura,ಪಂಟುರಾ
ngantuk,ನಿದ್ರೆ
बढ़ावा,ವರ್ಧಕ
दुनिया के बहार,ಪ್ರಪಂಚದ ಹೊರಗೆ
प्यार नहीं,ಪ್ರೀತಿ ಇಲ್ಲ
बच के रह,ಜೀವಂತವಾಗಿರಿ
तैयार रहो,ಸಿದ್ಧರಾಗಿರಿ
समझाऊ,ವಿವರಿಸಿ
playful,ತಮಾಷೆಯ
packing,ಪ್ಯಾಕಿಂಗ್
nariyalpani,ನರೆಲ್ಬೆನ್
coconutwater,ತೆಂಗಿನ ನೀರು
ghoomne,ತಿರುಗಾಡಲು
travelbags,ಟ್ರಾವೆಲ್ಬ್ಯಾಗ್ಗಳು
eiffeltower,ಐಫೆಲ್ ಟವರ್
satisfied,ತೃಪ್ತಿ
ghoomna,ತಿರುಗಾಡಲು
worldtrip,ವರ್ಲ್ಡ್ಟ್ರಿಪ್
nostress,ನಾಸ್ಟ್ರೆಸ್
travelbag,ಟ್ರಾವೆಲ್ ಬ್ಯಾಗ್
idul,ಈದ್
fitri,ಫಿಟ್ರಿ
idulfitri,idulfitri
bestdadintheworld,bestdadintheworld
happyfathersday,ತಂದೆಯ ದಿನಾಚರಣೆಯ ಶುಭಾಶಯಗಳು
bestdad,ಬೆಸ್ಟ್‌ಡ್ಯಾಡ್
appa,ಪಾಪಾ
लड़की,ಹುಡುಗಿ
लड़का,ಹುಡುಗ
20-20,20-20
न्यूज़,ಸುದ್ದಿ
बहम,ಬಹ್ಮ್
कमेंट्री,ವ್ಯಾಖ್ಯಾನ
happy fathers day,ತಂದೆಯ ದಿನಾಚರಣೆಯ ಶುಭಾಶಯಗಳು
बुक,ಪುಸ್ತಕ
बस्ता,ಚೀಲ
Ghareloo,ಮನೆಯವರು
Quirky,ಚಮತ್ಕಾರಿ
Hometalk,ಹೋಮ್‌ಟಾಕ್
GharelooBaatein,ಮನೆಯವರು
announcement,ಪ್ರಕಟಣೆ
GettingLate,ತಡವಾಗುತ್ತಿದೆ
buttering,ಬೆಣ್ಣೆ
eatoutside,eat ಟ್ಸೈಡ್
willcomelate,willcomelate
nofood,ನೊಫುಡ್
indianwife,ಇಂಡಿಯನ್ವೈಫ್
salwarsuite,ಸಾಲ್ವರ್ಸುಯಿಟ್
fathers day,ತಂದೆಯಂದಿರ ದಿನ
happy father's day,ತಂದೆಯ ದಿನಾಚರಣೆಯ ಶುಭಾಶಯಗಳು
abba,ಅಬ್ಬಾ
thakna,ದಣಿದಿರಿ
thakan,ಥಂಕ್
rajiv,ರಾಜೀವ್
chowk,ಚೌಕ್
kiya,ಮಾಡಿದರು
bahana,ಬಹಾನಾ
safar,ಪ್ರಯಾಣ
chalau,ಬನ್ನಿ
violet,ನೇರಳೆ
bheed,ಜನಸಮೂಹ
crowd,ಗುಂಪು
raji,ರಾಜಿ
janta,ರಿಮ್
squeeze,ಹಿಸುಕು
ketupat,ವಜ್ರ
kue,ಒಂದು ಕೇಕ್
helathy,ಆರೋಗ್ಯಕರ
ypga,ypga
yog,ಹೌದು
ramdev,ರಾಮ್‌ದೇವ್
pitanjali,ಪತಂಜಲಿ
world music day,ವಿಶ್ವ ಸಂಗೀತ ದಿನ
international yoga day,ಅಂತರರಾಷ್ಟ್ರೀಯ ಯೋಗ ದಿನ
चल पार्टी करते हैं,ಪಾರ್ಟಿ ಮಾಡೋಣ
पुराणी बाते,ಹಳೆಯ ಮಾತು
उबासी,ಬೇಸರ
बढ़िया करना,ದಂಡ ಮಾಡಲು
पढ़ाई,ಅಧ್ಯಯನಗಳು
मज़्ज़े,ಆನಂದಿಸಿ
मज़े,ಆನಂದಿಸಿ
happy eid,ಹ್ಯಾಪಿ ಈದ್
Eid mubarak,ಈದ್ ಮುಬಾರಕ್
eid-ul-fitr,ಡೆಲ್ಫ್ಟ್ರೆ
mubaral,ಪ್ರಭಾವಶಾಲಿ
jai jagannath,ಜೈ ಜಗನ್ನಾಥ
jagan nath,ಜಗನ್ ನಾಥ್
rath yartra,ರಥ ಪ್ರಯಾಣ
rath yatra,ರಥ ಪ್ರಯಾಣ
shooter,ಶೂಟರ್
scooted,ಸ್ಕೂಟರ್
ढूंढना,ಹುಡುಕಲು
फोन खराब,ಫೋನ್ ಕೆಟ್ಟದು
नकाब,ಮುಖವಾಡ
metal,ಲೋಹದ
morning se,ಬೆಳಿಗ್ಗೆ ಸೆ
gussha,ಶಿಶ್ನ
jugad,ಜುಗಾಡ್
होपाएगा क्या,ನೀವು ಆಶಿಸುತ್ತೀರಾ
being human,ಮಾನವನಾಗಿ
गुंडागर्दी,ಗೂಂಡಾಗಿರಿ
काला धन,ಕಪ್ಪು ಹಣ
डेरे,ಶಿಬಿರ
मेरे  लिए,ನನಗೆ
पड़ा,ಸುಳ್ಳು
रोमियो,ರೋಮಿಯೋ
स्वैग,ತೋರಣ
मेरा भारत,ನನ್ನ ಭಾರತ
जवान जवान,ಯುವ ಯುವ
देश पर,ದೇಶದ ಮೇಲೆ
machau,ಮಚೌ
blankets,ಕಂಬಳಿಗಳು
takiya,ದಿಂಬು
sirhana,ಸಿರ್ಹಾನ
kambal,ಅವಳಿ
chadar,ಹಾಳೆ
chaddar,ಹಾಳೆ
palang,ಬಾರ್
Bimaar,ಅನಾರೋಗ್ಯ
rudraksh,ರುದ್ರಾಕ್ಷ
natkhat,ತುಂಟತನ
kameez,ಕಮೀಜ್
chaand,ಚಂದ್ರ
aasmaan,ಆಕಾಶ
taare,ತಂತಿಯ ಮೇಲೆ
behosh,ಸುಪ್ತಾವಸ್ಥೆ
guldasta,ಪುಷ್ಪಗುಚ್
sweatshirt,ಸ್ವೆಟ್‌ಶರ್ಟ್
kush,ಕುಶ್
Actions,ಕ್ರಿಯೆಗಳು
smoking pipe,ಧೂಮಪಾನ ಪೈಪ್
chilam,ಆಗಿತ್ತು
dhua,ದುವಾ
ghamand,ಹೆಗ್ಗಳಿಕೆ
party poppers,ಪಾರ್ಟಿ ಪಾಪ್ಪರ್ಸ್
mombatti,ಒಂದು ಮೇಣದ ಬತ್ತಿ
bankrupt,ದಿವಾಳಿಯಾಗಿದೆ
jurab,ನ್ಯೂಡ್ಸ್
baniyan,ವೆಸ್ಟ್
kachcha,ಕಚ್ಚಾ
udaas,ದುಃಖ
alas,ಅಯ್ಯೋ
gulab,ಗುಲಾಬಿ
chahat,ಬೇಕು
jalna shaitan,ಸುಡುವ ದೆವ್ವ
patloon,ಪ್ಯಾಟ್ಲೂನ್
kapade,ಕಟ್
poshak,ಉಡುಪು
thakaan,ಆಯಾಸ
bean bag,ಹುರುಳಿ ಚೀಲ
note book,ಟಿಪ್ಪಣಿ ಪುಸ್ತಕ
baithak,ಸಭೆ
biscuits,ಬಿಸ್ಕತ್ತುಗಳು
biskut,ಬಿಸ್ಕತ್ತುಗಳು
baadal,ಬಾದಲ್
aasaman,ಆಕಾಶ
microphone,ಮೈಕ್ರೊಫೋನ್
bottal,ಸ್ಟಿಕ್
khidaki,ವಿಂಡೋ
gym freak,ಜಿಮ್ ಫ್ರೀಕ್
happpy,ಸಂತೋಷ
balwaan,ಬಾಲ್ಕನಿ
utsukh,ಕುತೂಹಲ:
shaitan,ರಾಕ್ಷಸ
raub,ದರೋಡೆ
cloud,ಮೋಡ
bacchha,ಮೇಕೆ
