bobble,berbandul
दू में,Dalam du
है क्या,Apa itu
एयरटेल,Airtel
ग्रीन,Hijau
मुझपे,Saya
मुझपर,Pada saya
आबए,Sekarang
ोई,ोई
भेजो,Kirim
तुमको,Untuk anda
क्या भेजू,Apa yang harus dikirim
मझसे,Untuk saya
करती,Apakah
कौन,Siapa
था,Apakah
जिससे,Dengan itu
जाऊंगा,Akan pergi
सबसे,Paling banyak
तेरे,Milikmu
वाले,Yang itu
कोई नहीं,Tidak ada
लिया,Mengambil
मेरा शोना,Shona saya
खाना खाओ,Makanlah makanan
प्लीज,Tolong
मेरे लिए,Untuk saya
फ्रूट्स,Buah-buahan
नम्वर,Tidak.
आगया,Agaya
आगया में,Sedang berlangsung
एयरोप्लेन,Pesawat terbang
गिला,Gila
दर्द,Rasa sakit
कालिंग,Memanggil
फॉलिंग,Jatuh
गिर,Jatuh
जल्दी ही,Segera
फॉरएवर,Selamanya
करूँगा,Akan lakukan
रहेगा,Akan tetap
सच्चा,Benar
तुमसे है,Anda berasal dari
तुम ही,Kamu hanya
ही,Hanya
कर,Pajak
सकता तुम्हे,Bisakah kamu
में नहीं,Saya tidak
खोना,Kehilangan
खो,Hilang
खो दिया,Hilang
राउंगा,Akan pergi
ऑरेंज,Oranye
शर्ट,Baju itu
माइन,Tambang
क्लॉक,Jam
वेयर,Dimana
मेरा प्यार,Cintaku
हार्ट,Hati
मेल्ट,Meleleh
एंड,Dan
आल,Semua
रेड लाल,Merah merah
तुम्हाररी,Milikmu
चुराना,Mencuri
चुरा,Chura
लाल रेड,Merah merah
षोषो,Tampilkan
डिल,Kesepakatan
हूँ बस,Saya adil
रहूंगी,Akan tinggal
नूडल्स,Mie
मेरी पसंद,Pilihan saya
जग,Kendi
जाओ उठो,Bangunlah
चलो,Ayo
उठो अभी,Bangun sekarang
चलो उठो,Ayo bangun
चलो उठो अभी,Ayo bangun sekarang
मेने बोलै,Saya katakan
मेने\,Saya
बिलकुल,Tentu saja
इसी,Sama
वक़्त,Waktu
इसी वक़्त,Pada saat bersamaan
घड़ी,Jam itu
डिडन्ट,Tidak
एनीथिंग,Apa saja
कहा है,Dimana kamu
थॉट्स,Pikiran
आईटी,ITU
बस होगया,Baru saja terjadi
ओह्ह्ह,Ohhh
यी,Ini
यह,Ini
कोण,Siapa
कौन ये,Siapa ini?
हे,Ini
इतस,Jadi
ओनली,Hanya
डरो,Takut
एनीमेशन,Animasi
कुं फु,Kun fu
लेट,Terlambat
उस,Itu
बिगिन,Mulai
हमें,Kami
शुरुआत,Awal
करने,Untuk dilakukan
हमारी,Kami
बरी,Dibebaskan
कु फु,Ku Fu
पांडा,Panda
सकदुसह,Dengan Sakadu
कु,Beberapa
फु,Phu
स्काडूश,Skadosh
आगे है,Ada di depan
आगया है,Telah datang
इंडिपेंडेंस,Kemandirian
डे,Hari
फ्लैग,Bendera
तिरंगा,Tiga warna
चक्र,Siklus
सैफरन,Safron
गुलाबी,Merah muda
नारंगी,Jeruk
स्वंतत्र,Gratis
सफ़ेद,Putih
भारतीय,India
हिंदुस्तान,Hindustan
हमारा,Kami
भारत,India
गर्व है,Bangga
हिंदुस्तानी,Hindustan
प्राउड,Bangga
रिपब्लिक,Republik
देस,Des
हिन्दुस्तान,Hindustan
औरतों,Wanita
की,Dari
आदर,Hormat
किआ,Kia
जाता,Pergi
इज़्ज़त,Hormat
उनकी,Mereka
नारी,Wanita
दे,Berikan
बसंती,Musim semi
है अपने,Apakah kamu
महान,Bagus
सबकी,Semuanya
सफाई होगी,Akan bersih
बचेगा,Akan bertahan hidup
कोईनहीं,Tidak ada
किसान,Petani itu
किसान ही,Hanya petani
का,Dari
लहराए,Melambai
ज़िंदाबाद,Hidup
नृतय,Tarian
इनक्रेडिबल,Luar biasa
चकरा,Baffles
गांधीगिरी,Gandhigiri
लाठी,Tongkat
महात्मा,Mahatma
बापू,Bapu
जी,Ya
गाँधी,Gandhi
गांधीनगर,Gandhinagar
स्वाग,Barang curian
खेत,Pertanian
देसी ही,Hanya di rumah
शक्ति,Kekuatan
मटके,Pot
बन्दे,Terikat
वनडे,ODI
मातरम,Mataram
तिरंगा चक्र,Roda tiga warna
वो वो,Itu itu
वो हेरोइन,Heroin itu
कही,Di suatu tempat
की क्या,Apa
हीरोइन,Srikandi
एक्टर,Aktor
कही की,Di suatu tempat
साला,Kakak ipar
नाक,Hidung
काट,Potong
कट,Potong
अब तो,Nah sekarang
शाबाश,Bagus sekali
बीटा,Beta
बीटा है,Apakah beta
पगलेट,Puglet
बी,B
माध,Nyonya
क्रेजी,Gila
हमको,Untuk kita
पता,Alamatnya
सब,Semua
सब कुछ,Semuanya
बोलना,Untuk berbicara
मालूम मालूम है,Anda tahu
मालूम,Tahu
मौलम है,Maulam hai
बनो,Jadilah
मत बनो,Jangan jadi
हमारे,Kami
हमारे सामने,Di depan kita
सामने,Di depan
बनो मत,Jangan jadi
पापा,Papa
डैडी,Ayah
गजब,Luar biasa
वाह,Wow
गुरु,Tuan
चा,Dari
गए,Hilang
तुम तो,Kamu adalah
भौकाल,Alis
झाड़ो,Sapu
ोकय,ोकय
मत झाड़ो,Jangan disapu
भौकाल है,Apakah waktunya
ये मर्द,Orang-orang ini
के,Dari
ढाई,Dua setengah
किलो,Kg
का हाथ,Tangan
मत समझना,Tidak mengerti
आई,Saya datang
ऍम,Saya
अवसोमे,Awasome
आई ऍम,Saya
आई ऍम अवसोमे,Saya Awasome
awsome,awsome
हेलल,Hallel
येह,Ini
येआ,Ayo
हेल,Neraka
yeahh,yeahh
फीड,Feed
थे,Apakah
चैम्प,Sang juara
हेरे,Lihat
चैंपियन,Sang juara
बेल्ट,Sabuk
रेसलिंग,Gulat
ब्लैक बेल्ट,Sabuk hitam
जहां,Dimana
सीना,Menjahit
व्हाट,Apa
गोंना,Gona
बरोथेर,Saudara laki-laki
गोत्रा,Suku
gonna,akan
फाड़,Merobek
मास्क,Topeng
यस,Ini
फाइट,Berkelahi
wwe,kami
रिंग,Cincin itu
आया,Datang
दर्द pain,Nyeri
comes,datang
कैन,Bisa
दिग,Gali
तहत,Di bawah
सुक्का,Kering
तुम खोद,Anda menggali
सकते,Bisa
हो उस,Ho itu
ब्रिंग,Bawa
रॉक,Rock
ब्लूओ उसे,Bingung dia
लड़ा,Berjuang
वे विल,Mereka akan melakukannya
वे,Mereka
विल,Will
विन,Menang
अगेन,Lagi
पिरसे,Utas
स्टेडयम,Stadion
गर्ल लड़की,Gadis perempuan
DILJIT,DIJIIT
रोमांचक,Film thriller
एंकरिंग,Jangkar
थर्ड,Ketiga
एम्पायर,Kekaisaran
विक्ट्री,Kemenangan
फिक्स्ड,Diperbaiki
नरगाज़ी,Nargazi
एंगर,Amarah
देखना,Untuk melihat
बंद,Tertutup
देखूंगा,Akan lihat
टीवी,TV
गिरवा,Jatuh
दिया,Diberikan
मनहूस,Nasib buruk
शक,Keraguan
तोह,Toh
जीतेंगे,Akan menang
बोतल,Botol
ख़ुशी,Kebahagiaan
फुटबॉल,Sepakbola
तोडना नरगाज़ी,Memukul keras
शानदार,Bagus
फ़ेईल्दिंग,Fielding
पकड़ना,Untuk menangkap
हारो,Kalah
या,Atau
जीतो,Menang
बनती,Dibuat
रणवीर,Ranveer
baar,Bar
balla,bal
is baar,mampu
yayy,yayy
cjhair,Dengan hormat
कुश,Kush
रक्षाबंधन,Rakshabandhan
लव राखी,Cinta rakhi
करीना,Kareena
त्यौहार,Festival
रक्षा,Pertahanan
बंधन,Ikatan
राखी,Rakhi
गुफ्त,Gratis
हुई,Hui
उसके,Miliknya
इसे,Ini
तरस,Kerinduan
छेद,Lubang itu
बहना,Mengalir
आईटी इस,Itu
सीक्रेट,Rahasia
तोहफा,Hadiah itu
सिस्टा,Sista
कूद,Lompatan
मज़ा,Menyenangkan
तुरंत,Segera
चिन्ना,Chinna
दूर,Pergi
रहो,Tinggal
गेम,Permainan
मालेगाव,Malegaon
सूट,Jas itu
बागवान,Tukang kebun
गॉड,Tuhan
कंट्री,Negara
ओवन्स,Oven
हेवन,Haven
ों,ों
एअर्थ,Bumi
धरती,Bumi
हैदराबाद,Hyderabad
यारों,Teman
ब्यूटीफुल,Indah
हरयाणी,Haryana
बरअक्स,Kotak itu
बोनस,Bonus
हेर्त्स,Herbal
तोड़ते,Melanggar
टूटना,Putus
शॉर्ट्स,Celana pendek
बीच इन,Di antaranya
फन,Menyenangkan
दिलवालों,Hati
इल्ली,Cacing
मेट्रो,Metro
दिलसे,Dilse
कैपिटल,Modal
मंद,Redup
एना,Ana
साउथ,Selatan
तमिल,Tamil
नाडु,Nadu
चंगा,Sembuh
चंडीगढ़,Chandigarh
कुड़ी,Sampah
पंजाबी,Punjabi
मुंडी,Mundi
मिष्टी,Manis
रसोगुल्ला,Rasogulla
बंगाल,Benggala
बेनेली,Benelli
लैंड,Tanah
राइजिंग,Bangkit
सुन,Dengar
शरती,Syariah
अरुणाचा;,Arunacha;
अरुणाचल,Arunachal
प्रदेश,Negara
नार्थ,Utara
ईस्ट,Timur
यू पी,U p
है\,Apakah
ठुमका,Pangsit
वाला,Yang itu
ताज,Mahkota
महल,Istana
आगरा,Agra
रेट,Beri peringkat
क,A
राजस्थान,Rajasthan
पायरा,Langkah
सूखा,Kering
बल्ले,Kelelawar
नेचर,Alam
आमची,Milik kita
मुंबई,Mumbai
बॉम्बे,Bombay
गेट,Gerbang
ऑफ़,Tidak aktif
वाचेया,Baca terus
सेलेना,Selena
गोमेज़,Gomez
पिंक,Merah muda
जस्ट टेक्स्ट,Hanya teks
बंग,Bang
बंग बंग,Bang bang
पिस्तौल,Pistol
ेमकोउन्टर,ेमकोउन्टर
पर्पल,Ungu
ड्रेस,Pakaian
शूट,Tembak
वाओ,Wao
वोविस,Vovis
वोह,Itu
नीस,Bagus
कोल्ड,Dingin
जानते,Tahu
अचे,Baiklah
क्नोव,Knov
डाट,Stopper
टॉकिंग,Berbicara
हांजी,Ya
हाँ,Ya
हैंडल,Pegangannya
कांत,Kant
पाओगे,Akan menemukan
ोप्स,ोप्स
ोंग,ोंग
गपड,Gosip
बगवान्न,Buganne
ी,ी
रेट्रो,Retro
लड़किओं,Girls
तरह,Seperti
गर्ल्स,Girls
लिखे,Menulis
इतर,Lainnya
ाचा,ाचा
बजा,Baja
डुंग,Kotoran
उड़ा,Blow
पतंग,Layang-layang
धागा,Utas
लपेट,Bungkus
पो,Po
छे,Enam
बजी,Mulai
ढील,Relaksasi
डील,Kesepakatan
पहात,Menonton
बाज़ी,Parlay
अजा,Aja
पेंच,Sekrup
एस्टी,Estee
अटक,Ditangkap
शौक,Hobi
पन्नी,Foil itu
कन्नी,Kanni
कुरता,Baju
मंचा,Mancha
कच्चा,Mentah
कटा,Cincang
कटे,Terputus
काटे,Potong
दौड़ो,Lari
डोगग्य,Doggy
ब्वॉय,Anak laki-laki
पूगगी,Puggi
दादा जी,Kakek
दांत,Gigi
चचा,Diskusi
अंकल,Paman
च च च,F f f
बुआ,Bibi
की दुआ,Berkah dari
व,Dan
ब्लेस्सिंग्स,Berkah
सहारा,Dukungan
भाई है,Apakah saudara
स्टाइल,Gaya
स्टाइलिश,Bergaya
भाभी जी,Adik ipar
मेरी प्यारी,Kekasihku
प्यारी भाभी,Adik ipar yang cantik
बेहेन,Saudara perempuan
नकरे,Nakare
चूसे,Mengisap
नौटंकी,Gimmick
नानी,Nenek
कहानिया,Cerita
कान्हा,Kanha
चवल,Chawl
चावल,Beras
अत,Oleh karena itu
टिया,Tia
चक्ति,Kekuasaan
चलती,Bergerak
बाई,Bai
टाटा,Tata
फॉर,Untuk
चपल,Menyenangkan
मोड,Mode
साइलेंट,Diam
लेटस,Selada
चलते,Ayo pergi
बास्केट,Keranjang
खाओगे,Akan makan
प्याला,Piala
बाउल,Mangkuk itu
चिलिंग,Dingin
अलग,Berbeda
शॉप,Berbelanja
विंडो,Jendelanya
खरीदना,Untuk membeli
करोड़,Crore
थकन,Thunk
टायर्ड,Lelah
हु,Hu
साद,Biasa
चल,Berjalan
यहां,Di sini
आपका,Milikmu
सबका,Semuanya
स्वागत,Selamat datang
कूल,Keren
थिस,Ini
चाट,Menjilati
मुलाकात,Pertemuan
एंड्स,Ands
राइट,Benar
इधर ही,Di sini saja
आवर,Milik kita
ग्रुप,Grup
ऐड,Tambah
पोस्ट,Pos
लड़ो,Berkelahi
रिप्लाई,Jawab
तोह किआ,Jadi kiya
करा,Tolong
ा\रा,Ra
लीविंग,Hidup
नाउ,Sekarang
बई,Bai
होगे,Akan menjadi
तेरा,Milikmu
होगया है,Telah dilakukan
काली,Hitam
दू,Lakukan
तुझे,Untuk anda
तब,Lalu
मानेगा,Akan mempertimbangkan
गलोच,Gloch
एरर,Kesalahan
दारु बियर,Bir minuman keras
स्वीटी,Sayang
व्हस्की,Wiski
होंनई,Honai
होनी,Menjadi
जैकपोट,Jackpot
लग,Lihat
गइबे,Gibe
अल्कोहल,Alkohol
किंग,Raja
चियर्स,Cheers
ब्रांडी,Brandy
बाथ बियर,Bir untuk mandi
बाथ,Mandi
टल्ली,Paroki
थपड,Tampar
चांटा,Tampar
ग्लोब,Dunia
कनेक्ट,Terhubung
वर्ल्ड,Dunia
डोमिनेशन,Dominasi
काठ,Kayu
पुतली,Dolly
शकल,Wajah
पर,Di
जा,Pergi
अकाल,Kelaparan
पावर,Kekuasaan
पुअर,Miskin
गरीब,Orang miskin
किसी,Seseorang
कभी,Selamanya
जागो,Bangun
ग्राहक,Pelanggan
जागूओ,Bangun
जाग,Bangun
है र,Apakah su
हर,Setiap
फ्रेंड,Teman
ज़रूरी,Diperlukan
होता,Akan memiliki
व्राप्पेड,Terbungkus
चुतियापा,Chutiapa
है डब्बा,Apakah kotak
सुनदर,Indah
फ्री,Gratis
२,२
पूल,Kolam renang
स्विमिंग,Berenang
