bobble,बडबड
hindifilm,hindifilm
tejadon,छप्पर
funnyman,मजेशीर माणूस
indian tv,भारतीय टीव्ही
service,सेवा
jobpost,जॉबपोस्ट
kamkardo,कामकार्डो
pan,पॅन
officeboy,ऑफिसबॉय
khrcha,खर्च
zamana,वेळ
conduction,वहन
instruction,सूचना
regulation,नियमन
structure,रचना
system,प्रणाली
working women,कार्यरत महिला
mood off,मूड ऑफ
panga na lena,तुझ्याशी लढा
thok dungi,घाऊक देईल
sunday work,रविवारी काम
no life,निर जीव
work and me,काम आणि मी
busy work,व्यस्त काम
My life flashes,माझे आयुष्य चमकत आहे
before my eyes,माझ्या डोळ्यासमोर
when my phone has,माझा फोन आहे तेव्हा
1% battery power,1% बॅटरी उर्जा
Hey battery,अहो बॅटरी
bahaney,कार्गो मध्ये
bahanebaz,प्रीटेन्डर
ajnahi nahihopayega,कोण वापरणार नाही
gyarah,अकरा
bestis,bestis
;,;
Hum ek,आम्ही ए
aur ek,आणि एक
gyarah hai,अकरा वाजले आहेत
aur us,आणि ते
saale ko,सास .्याला
nau-do-gyarah,नऊ-अकरा
'Take a little,'जरा घ्या
in your palm,आपल्या पाम मध्ये
drown in it and die!',त्यात बुडा आणि मर! '
Die in a,मध्ये मरतात
handful of water,मूठभर पाणी
one is so ashamed,एखाद्याला लाज वाटते
of one's act that,एखाद्याच्या कृत्याचे
he should go,त्याने जावे
commit suicide,आत्महत्या
by drowning in a,मध्ये बुडवून
cupped hand of water,पाण्याचा cuped हात
One doesn’t know,एखाद्याला माहित नाही
how to dance,नृत्य कसे करावे
and blames it,आणि दोषारोप
on the stage,मंचावर
being uneven,असमान असणं
mausam,हवामान
pomegranate,डाळिंब
Punica granatum,पुनिका ग्रॅनाटम
fruit-bearing,फळ देणारी
Important Nutrients,महत्वाचे पौष्टिक
Fiber,फायबर
Vitamin K,व्हिटॅमिन के
A pomegranate,डाळिंब
hundred sick,शंभर आजारी
one fruit,एक फळ
cures,बरे
hundred diseases.,शंभर रोग
good person to tackle,हाताळण्यासाठी चांगली व्यक्ती
number of patients,रुग्णांची संख्या
doesn't know,माहित नाही
the taste of ginger,आल्याची चव
sailor,नाविक
young woman,तरूणी
girlbody,मुलगी
young man,तरुण माणूस
manbody,माणूस
womenbody,महिला
rupaiya nai hai boss,रुपाया नाय है बॉस
kadki hai,कुरुप आहे
jeb khali hain,पॉकेट्स रिक्त आहेत
all is,सर्व आहे
nothing else,अजून काही नाही
intution,अंतर्ज्ञान
panditji,विद्वान
sutta marne,मॉर्न सुमारे
chain smoker,एका पाठोपाठ एक धुम्रपान करणारा
chal bhai,चला भाऊ
goa chalte hain,गोला जा
kantala,kantala
araha,मी ते पाहतो
pakkaraha,pakkaraha
PJ mat,पीजे चटई
mar bhai,मार भाई
bhuk lagi hain,भुकेले आहेत
khana do,अन्न द्या
hungry brother,भुकेलेला भाऊ
see here,येथे पहा
my brother,माझा भाऊ
idhar dekh,येथे पहा
mere dost,माझे मित्र
ek beer,मी सहन करतो
marteh hain,चला मारूया
alchol,दारू
vodhka,पाणी मार्गदर्शक
urine,मूत्र
sussu,पुढील
ek number,ek number
zor se lagi,झोर से लागी
control nai,नियंत्रण नाय
hota bhai,भाऊ झाला असता
areh mere,अधिक areh
bhabhi lagti,बहीण दिसते
she is,ती आहे
my girl,माझी मुलगी
kissy,चुंबन
kiss le,चुंबन ले
take my,माझा घे
hand kiss,हात किस
baap-bhai-koi,बाप-भाई-कोई
nai hain ka,नई है का
you have,तुझ्याकडे आहे
aye le le,हे एक जा
selfiee lele re,सेल्फी रे रे
selfieeish,स्वार्थी
selfiee king,सेल्फी किंग
pouting,pouting
lets take a,घेऊ
selfiee,सेल्फी
havent,havent
seen,पाहिले
a guy,एक मुलगा
earlier,पूर्वी
or before,किंवा आधी
are you,आपण आहात
starring,तारांकित
like this,या प्रमाणे
i also,मी पण
to eat,खाणे
ice cream,आईसक्रीम
ice-cream,आईसक्रीम
you scream,तू ओरड
we all,आम्ही सर्व
scream for,साठी किंचाळणे
ice-creammmm,आईस्क्रीमएमएमएम
ohh mere bete,ओह अधिक बीट
ladki hain,मुलगी आहेत
is your,तुझे
brother's,भावाचे
whisky-wine,व्हिस्की-वाइन
sab kuch,सर्व काही
i dont',मला नाही
coustume,पोशाख
ka fan,का फॅन
should,पाहिजे
be always,नेहमी रहा
to fight,लढण्यासाठी
with difficulties,अडचणी सह
strongest,सर्वात मजबूत
boldness,धैर्य
firm decisions,ठाम निर्णय
no limitations,मर्यादा नाही
nothing as such,असं काही नाही
masti majha,masti majha
enjoynilife,मजा
pabandi nai,निर्बंध
jeele,खडू
lamha,क्षण
mayne,मायेने
karta hai,करते
har second,तिचा दुसरा
is important,महत्त्वाचे आहे
to us,आम्हाला
jeene ke,जगणे
lado,बाजूला
fighting spirit,लढाऊ वृत्ती
zindagani,जीवन
zindagi na,जिंदगी आणि
milegi,मिळेल
editing,संपादन
changes,बदल
in your,आपल्या मध्ये
life ofently,आयुष्य
trendy in,ट्रेंडी इन
your life,तुझं जीवन
dream out,बाहेर स्वप्न
bigger,मोठा
prospective,संभाव्य
out of the box,बॉक्सच्या बाहेर
about you,आपल्याबद्दल
khud ke liye,माझ्यासाठी
nayi,नवीन
