bobble,ਬੌਬਲ
sab thik thak,ਠੀਕ ਹੈ
all is welll,ਸਭ ਕੁੱਝ ਠੀਕ ਹੈ
all fine,ਸਭ ਠੀਕ ਹੈ
hot girl,ਸੋਹਣੀ ਕੁੜੀ
sexiest,ਸੈਕਸੀ
charming,ਮਨਮੋਹਕ
dinner date,ਰਾਤ ਦੇ ਖਾਣੇ ਦੀ ਤਾਰੀਖ
kahne pe chale,ਕਹਿਣ ਲਈ ਜਾਓ
lets hang out,ਲਟਕਣ ਦਿਓ
onlyyouandme,ਸਿਰਫ
romanic time,ਰੋਮਨਿਕ ਸਮਾਂ
beautiful memories,ਸੁੰਦਰ ਯਾਦਾਂ
awesome fun,ਬਹੁਤ ਵਧੀਆ ਮਜ਼ੇਦਾਰ
royal enfiled,ਰਾਇਲ ਐਨਫੀਲਡ
oh brother,ਓ ਭਰਾ
cool dude,ਵਧੀਆ ਦੋਸਤ
lets go out for ride,ਰਾਈਡ ਲਈ ਬਾਹਰ ਜਾਣ ਦਿਓ
night time,ਰਾਤ ਦਾ ਸਮਾਂ
awesome wheather,ਸ਼ਾਨਦਾਰ ਮੌਸਮ
janemannn,ਲੋਕ ਰਾਏ
sweetiee,ਸਵੀਟੀ
cutiepiee,cutiepiee
eve,ਹੱਵਾਹ
dekho chand aya,ਦੇਖੋ ਚੰਦ ਆ ਗਿਆ
chand nazar aya,ਚੰਨ ਨੂੰ ਵੇਖਿਆ
eid ka chand,ਈਦ ਕਾ ਕਨੇਡਾ
half moon,ਅੱਧਾ ਚੰਦ
ardha chandra,ਅੱਧਾ ਚੰਦ
shanti se raho,ਸ਼ਾਂਤੀ ਨਾਲ ਰਹੋ
and happy iftar,ਅਤੇ ਖੁਸ਼ ਇਫਤਾਰ
delicious food,ਸੁਆਦੀ ਭੋਜਨ
festive season\,ਤਿਉਹਾਰ ਦਾ ਮੌਸਮ \
special items,ਵਿਸ਼ੇਸ਼ ਇਕਾਈ
meljol,ਮੀਟਿੰਗ
wishing each other,ਇਕ ਦੂਜੇ ਨੂੰ
spreading happiness,ਖੁਸ਼ਹਾਲੀ ਫੈਲਾਉਣਾ
wishing good luck,ਚੰਗੀ ਕਿਸਮਤ ਦੀ ਇੱਛਾ
spreading love,ਪਿਆਰ ਫੈਲਾਉਣਾ
and happiness,ਅਤੇ ਖੁਸ਼ਹਾਲੀ
hugging each other,ਇੱਕ ਦੂਜੇ ਨੂੰ ਜੱਫੀ
celebrating joy,ਖੁਸ਼ੀ ਮਨਾਈ
with god's,ਰੱਬ ਦੇ ਨਾਲ
blessing's,ਆਸ਼ੀਰਵਾਦ ਦੀ
prayers,ਪ੍ਰਾਰਥਨਾਵਾਂ
masjidh,ਮਸਜਿਦ
ammaa yushrikoon,ਅੰਮਾ ਯੂਸ਼ੇਰਿਕੁਨ
Glory be to God,ਵਾਹਿਗੁਰੂ ਦੀ ਮਹਿਮਾ ਹੋਵੇ
celebrating happinees,ਖੁਸ਼ੀ ਦਾ ਜਸ਼ਨ
relaxation,ਆਰਾਮ
joyness,ਅਨੰਦ
inviting relations,ਸੱਦੇ ਰਿਸ਼ਤੇ
and friends at home,ਅਤੇ ਘਰ ਵਿਚ ਦੋਸਤ
chemical,ਰਸਾਇਣਕ
combination,ਸੁਮੇਲ
gonna die,ਮਰਨ ਵਾਲਾ ਹੈ
bhootiypa,ਪੁਰਾਣਾ
ka pyasa,ਦਾ ਪਿਆਸਾ
of you blood,ਤੁਹਾਡੇ ਲਹੂ ਦਾ
i want,ਮੈਂ ਚਾਹੁੰਦਾ ਹਾਂ
your blood,ਤੁਹਾਡਾ ਲਹੂ
dian,ਬਿੰਦੂ
vamp,ਵੈਮਪ
your screwis,ਤੁਹਾਡਾ ਪੇਚ
little loose,ਥੋੜਾ looseਿੱਲਾ
dimaag ka,ਤੁਹਾਡਾ ਪਤੀ / ਪਤਨੀ
screw dhilla,ਕੋਈ ਪੇਚ ਨਹੀਂ ਪਹਿਨੀ
dumbness,ਗੂੰਗਾਪਨ
churaliya,ਚੁਰਲੀਆ
tumne jo,ਤੁਸੀਂ ਜੋ
dil ko,ਦਿਲ ਨੂੰ
nazar nai,ਨਾਜ਼ਰ ਨਾਈ
churana,ਚੋਰੀ
sanam,ਸਨਮ
pyaar vyaar,ਪਿਆਰ ਪਿਆਰ
see kids,ਬੱਚੇ ਵੇਖੋ
your mom,ਤੇਰੀ ਮਾਂ
has arrived,ਆ ਗਿਆ ਹੈ
motherindia,ਮਦਰਿੰਡੀਆ
bachoon,ਬਚਣਾ
you can,ਤੁਸੀਂ ਕਰ ਸੱਕਦੇ ਹੋ
eat mine,ਮੇਰਾ ਖਾਓ
kadu,ਕਾਦੂ
wildest,ਜੰਗਲੀ
jungleejanwar,ਜੰਗਲੀਜਾਨਵਰ
wildestanimal,ਜੰਗਲੀ
broom stick,ਝਾੜੂ ਸੋਟੀ
bhejafry pasand hai,ਮੁਫਤ ਭੇਜਣਾ ਪਸੰਦ ਕਰੋ
myfavorite,ਮੇਰੀ ਪਸੰਦੀਦਾ
meri pasand,ਮੇਰੀ ਪਸੰਦ
eat your,ਖਾਓ ਤੁਹਾਡਾ
khajaunga,ਗੰਧ ਆਵੇਗੀ
chaatna,ਚੱਟਣਾ
jaunga,ਜਾਵੇਗਾ
what is,ਕੀ ਹੈ
bheind,ਇੱਕ .ਰਤ
the choli,ਚੋਲੀ
odhani,ਮਫਲਰ
chunari,ਚੁਨਾਰੀ
chunari ke,ਚੁਨਾਰੀ ਦਾ
neeche,ਹੇਠਾਂ
choli main dil,ਕਾਰਸੀਟ ਦਿਲ
hain mera,ਮੇਰੇ ਹਨ
chunari mein,ਚੁਨਾਰੀ ਵਿਚ
dil hain mera,ਮੇਰਾ ਦਿਲ ਹੈ
this world,ਇਸ ਸੰਸਾਰ ਨੂੰ
is also,ਵੀ ਹੈ
it is,ਇਹ ਹੈ
our world,ਸਾਡੀ ਦੁਨੀਆ
outdoor game,ਬਾਹਰੀ ਖੇਡ
one of,ਵਿਚੋ ਇਕ
the best game,ਵਧੀਆ ਖੇਡ
its my ball,ਇਹ ਮੇਰੀ ਗੇਂਦ ਹੈ
my court,ਮੇਰੀ ਅਦਾਲਤ
and my goal,ਅਤੇ ਮੇਰਾ ਟੀਚਾ
its only,ਇਹ ਸਿਰਫ
and only,ਅਤੇ ਸਿਰਫ
my turn,ਮੇਰੀ ਵਾਰੀ
how much,ਕਿੰਨੇ ਹੋਏ
exams will,ਪ੍ਰੀਖਿਆ ਕਰੇਗਾ
you take,ਤੁਸੀਂ ਲਓ
my lord,ਮੇਰੇ ਮਾਲਕ
to go that side,ਉਸ ਪਾਸੇ ਜਾਣ ਲਈ
you will,ਤੁਸੀਂ ਕਰੋਗੇ
have to,ਕਰਨ ਦੀ ਹੈ
cross ',ਕਰਾਸ '
my dead,ਮੇਰੇ ਮਰੇ
us paar,ਸਾਡੇ ਜੋੜਾ
that side,ਉਸ ਪਾਸੇ
dead body,ਮਰੇ ਹੋਏ ਸਰੀਰ
crossing,ਪਾਰ
this side,ਇਸ ਪਾਸੇ
nai toh,ਕੁਝ ਬਿੰਦੂ
yeh nai,ਹਾਂ
toh woh,ਤਾਂਕਿ
make everyone,ਸਭ ਨੂੰ ਬਣਾਉ
on my,ਮੇਰੇ ਤੇ
dance karna,ਨੱਚਣਾ
red  card,ਲਾਲ ਕਾਰਡ
this is,ਇਹ ਹੈ
my goal,ਮੇਰਾ ਟੀਚਾ
red card,ਲਾਲ ਕਾਰਡ
warnning,ਚੇਤਾਵਨੀ
suspend,ਮੁਅੱਤਲ
footbaal,ਫੁਟਬਾਲ
finale,ਫਾਈਨਲ
education,ਸਿੱਖਿਆ
hard study,ਸਖਤ ਅਧਿਐਨ
sucess,ਸਫਲਤਾ
jarurat,ਲੋੜ ਹੈ
study hard,ਸਖਤ ਅਧਿਐਨ ਕਰੋ
english,ਅੰਗਰੇਜ਼ੀ
math,ਗਣਿਤ
science class,ਵਿਗਿਆਨ ਕਲਾਸ
for exam,ਪ੍ਰੀਖਿਆ ਲਈ
tests,ਟੈਸਟ
university,ਯੂਨੀਵਰਸਿਟੀ
Secondary school,ਸੈਕੰਡਰੀ ਸਕੂਲ
middle school,ਮਿਡਲ ਸਕੂਲ
outsider,ਬਾਹਰੀ
lifestyle,ਜੀਵਨ ਸ਼ੈਲੀ
course study,ਕੋਰਸ ਦਾ ਅਧਿਐਨ
confident boy,ਆਤਮਵਿਸ਼ਵਾਸੀ ਲੜਕਾ
difficult test,ਮੁਸ਼ਕਲ ਟੈਸਟ
easy test,ਆਸਾਨ ਟੈਸਟ
hard work,ਸਖਤ ਕੰਮ
english test,ਅੰਗਰੇਜ਼ੀ ਟੈਸਟ
tention,ਟੈਨਸ਼ਨ
expression,ਸਮੀਕਰਨ
unfavourable opinion,ਪ੍ਰਤੀਕੂਲ ਰਾਏ
college life,ਕਾਲਜ ਦੀ ਜ਼ਿੰਦਗੀ
don't get me angry,ਮੈਨੂੰ ਗੁੱਸਾ ਨਾ ਕਰੋ
copy cat,ਕਾੱਪੀ ਬਿੱਲੀ
classmate,ਜਮਾਤੀ
angry bird,ਗੁੱਸੇ ਪੰਛੀ
piece of work,ਕੰਮ ਦਾ ਟੁਕੜਾ
Project,ਪ੍ਰੋਜੈਕਟ
sytle,ਸ਼ੈਲੀ
grade,ਗ੍ਰੇਡ
blossom,ਖਿੜ
fantabalous,ਕਲਪਨਾਤਮਕ
once again,ਇੱਕ ਵਾਰ ਫਿਰ ਤੋਂ
hogaya hai,ਕੀਤੀ ਗਈ ਹੈ
mujhko,ਮੇਰੇ ਲਈ
toh pyaar sajana,ਤੋਹ ਪਿਆਰੇ ਸੱਜਣਾ
but,ਪਰ
you cant,ਤੁਸੀਂ ਨਹੀਂ ਕਰ ਸਕਦੇ
my ego,ਮੇਰੀ ਹਉਮੈ
bollywood movie,ਬਾਲੀਵੁੱਡ ਫਿਲਮ
white saree,ਚਿੱਟੀ ਸਾੜ੍ਹੀ
hit movie,ਹਿੱਟ ਫਿਲਮ
you cannot,ਤੁਸੀਂ ਨਹੀਂ ਕਰ ਸੱਕਦੇ
show them,ਉਨ੍ਹਾਂ ਨੂੰ ਦਿਖਾਓ
cahin smoker,ਕਿਤੇ ਤਮਾਕੂਨੋਸ਼ੀ ਕਰਨ ਵਾਲਾ
doston,ਦੋਸਤੋ
dost and cigaretee,dost ਅਤੇ ਸਿਗਰਟ
sallu bhai,ਸੱਲੂ ਭਾਈ
pandey ji,ਸਾਈਡ ਜੀ
best hera,ਵਧੀਆ ਹੀਰਾ
its awesome,ਇਹ ਬਹੁਤ ਵਧੀਆ ਹੈ
mindblowing,ਬਹੁਤ ਵਧੀਆ
date pe,'ਤੇ ਡਾਟਾ
vakil,ਵਕੀਲ
judge,ਜੱਜ
case,ਕੇਸ
saza,ਸਜ਼ਾ
prem chopra,ਪਿਆਰ ਚੋਪੜਾ
paint coat,ਪੇਂਟ ਕੋਟ
mancloth,mancloth
monadarling,ਇਕਸਾਰ
hindi film,ਹਿੰਦੀ ਫਿਲਮ
munch,ਚੁੱਪ
kurta pjama,ਕੁੜਤਾ ਪਜਾਮਾ
badman,ਬਦਮਾਸ਼
dath,ਰੰਗ
sochna,ਸੋਚਣ ਲਈ
tabiyat khrb,ਸਿਹਤ ਖਰਬ
pet dard,ਪਾਲਤੂ ਜਾਨਵਰ
and sleep tight,ਅਤੇ ਸੁੱਤੇ ਪਏ
love sleep,ਪਿਆਰ ਨੀਂਦ
let me sleep,ਮੈਨੂੰ ਸੌਣ ਦਿਓ
sleep naked,ਨੰਗਾ ਸੌਣਾ
Just sleep,ਬਸ ਸੌਂ
Sleep More,ਨੀਂਦ ਵਧੇਰੇ ਲਓ
get away,ਨੱਠ ਗਏ
distress,ਪ੍ਰੇਸ਼ਾਨੀ
aj door raho,ਮੈਂ ਦਰਵਾਜ਼ਾ
please get out,ਕ੍ਰਿਪਾ ਕਰਕੇ ਬਾਹਰ ਆ ਜਾਓ
main nai aa sakta,ਮੈਂ ਨਹੀਂ ਆ ਸਕਦਾ
vacation cancel,ਛੁੱਟੀ ਰੱਦ
mom bimar hain,ਮਾਂ ਬੀਮਾਰ ਹੈ
No Masti,ਕੋਈ ਚਰਬੀ ਨਹੀਂ
fun time,ਮਨੋਰੰਜਨ ਦਾ ਸਮਾਂ
task,ਕੰਮ
employed,ਰੁਜ਼ਗਾਰਦਾਤਾ
workforce,ਵਰਕਫੋਰਸ
salvage,ਬਚਾਅ
hindifilm,hindifilm
tejadon,ਛੱਤ
funnyman,ਮਜ਼ਾਕੀਆ
indian tv,ਭਾਰਤੀ ਟੀਵੀ
service,ਸੇਵਾ
jobpost,ਜੌਬਪੋਸਟ
kamkardo,ਕਾਮਕਰਡੋ
pan,ਪੈਨ
officeboy,ਦਫਤਰ ਵਾਲਾ
khrcha,ਖਰਚੇ
zamana,ਵਾਰ
conduction,ਚਾਲ
instruction,ਹਦਾਇਤ
regulation,ਨਿਯਮ
structure,ਬਣਤਰ
system,ਸਿਸਟਮ
working women,ਕੰਮ ਕਰਨ ਵਾਲੀਆਂ .ਰਤਾਂ
mood off,ਮੂਡ ਬੰਦ
panga na lena,ਤੁਹਾਡੇ ਨਾਲ ਲੜੋ
thok dungi,ਥੋਕ ਦੇਵੇਗਾ
sunday work,ਐਤਵਾਰ ਦਾ ਕੰਮ
no life,ਕੋਈ ਜਿੰਦਗੀ ਨਹੀਂ
work and me,ਕੰਮ ਅਤੇ ਮੈਨੂੰ
busy work,ਵਿਅਸਤ ਕੰਮ
My life flashes,ਮੇਰੀ ਜ਼ਿੰਦਗੀ ਚਮਕਦੀ ਹੈ
before my eyes,ਮੇਰੀ ਨਿਗਾਹ ਅੱਗੇ
when my phone has,ਜਦੋਂ ਮੇਰਾ ਫੋਨ ਹੈ
1% battery power,1% ਬੈਟਰੀ ਪਾਵਰ
Hey battery,ਹੇ ਬੈਟਰੀ
bahaney,ਮਾਲ ਵਿਚ
bahanebaz,ਵਿਖਾਵਾ ਕਰਨ ਵਾਲਾ
ajnahi nahihopayega,ਕੌਣ ਨਹੀਂ ਵਰਤੇਗਾ
gyarah,ਗਿਆਰਾਂ
bestis,bestis
;,;
Hum ek,ਅਸੀਂ ਏ
aur ek,ਅਤੇ ਇਕ
gyarah hai,ਇਹ ਗਿਆਰਾਂ ਹੈ
aur us,ਅਤੇ ਉਹ
saale ko,ਨੂੰਹ ਨੂੰ
nau-do-gyarah,ਨੌ-ਗਿਆਰਾਂ
'Take a little,‘ਥੋੜਾ ਲੈ
in your palm,ਤੁਹਾਡੀ ਹਥੇਲੀ ਵਿਚ
drown in it and die!',ਇਸ ਵਿਚ ਡੁੱਬ ਕੇ ਮਰ ਜਾ! '
Die in a,ਵਿਚ ਮਰੋ
handful of water,ਮੁੱਠੀ ਭਰ ਪਾਣੀ
one is so ashamed,ਇੱਕ ਸ਼ਰਮਿੰਦਾ ਹੈ
of one's act that,ਕਿਸੇ ਦੇ ਕੰਮ ਦਾ
he should go,ਉਸ ਨੂੰ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ
commit suicide,ਖੁਦਕੁਸ਼ੀ
by drowning in a,ਏ ਵਿਚ ਡੁੱਬ ਕੇ
cupped hand of water,ਪਾਣੀ ਦਾ ਘੁੱਟਿਆ ਹੋਇਆ ਹੱਥ
One doesn’t know,ਇਕ ਨਹੀਂ ਜਾਣਦਾ
how to dance,ਕਿਵੇਂ ਨੱਚਣਾ ਹੈ
and blames it,ਅਤੇ ਇਸ ਨੂੰ ਦੋਸ਼ੀ ਠਹਿਰਾਉਂਦਾ ਹੈ
on the stage,ਸਟੇਜ 'ਤੇ
being uneven,ਅਸਮਾਨ ਹੋਣ
mausam,ਮੌਸਮ
pomegranate,ਅਨਾਰ
Punica granatum,ਪੁਨਿਕਾ ਗ੍ਰੇਨਾਟਮ
fruit-bearing,ਫਲ ਦੇਣ ਵਾਲਾ
Important Nutrients,ਮਹੱਤਵਪੂਰਣ ਪੌਸ਼ਟਿਕ ਤੱਤ
Fiber,ਫਾਈਬਰ
Vitamin K,ਵਿਟਾਮਿਨ ਕੇ
A pomegranate,ਇਕ ਅਨਾਰ
hundred sick,ਸੌ ਬਿਮਾਰ
one fruit,ਇਕ ਫਲ
cures,ਇਲਾਜ
hundred diseases.,ਸੌ ਰੋਗ.
good person to tackle,ਨਜਿੱਠਣ ਲਈ ਚੰਗਾ ਵਿਅਕਤੀ
number of patients,ਮਰੀਜ਼ਾਂ ਦੀ ਗਿਣਤੀ
doesn't know,ਨਹੀਂ ਜਾਣਦਾ
the taste of ginger,ਅਦਰਕ ਦਾ ਸਵਾਦ
sailor,ਮਲਾਹ
young woman,ਜਵਾਨ womanਰਤ
girlbody,ਲੜਕੀ
young man,ਨੌਜਵਾਨ
manbody,ਆਦਮੀ
womenbody,bodyਰਤ
rupaiya nai hai boss,ਰੂਪੈ ਨਾਈ ਹੈ ਬੌਸ
kadki hai,ਬਦਸੂਰਤ ਹੈ
jeb khali hain,ਜੇਬ ਖਾਲੀ ਹਨ
all is,ਸਭ ਹੈ
nothing else,ਹੋਰ ਕੁਝ ਨਹੀਂ
intution,ਸਮਝਦਾਰੀ
panditji,ਵਿਦਵਾਨ
sutta marne,ਮੋਰਨੇ ਦੁਆਲੇ
chain smoker,ਚੇਨ ਤਮਾਕੂਨੋਸ਼ੀ
chal bhai,ਆਓ ਭਾਈ
goa chalte hain,ਗੋਆ ਜਾਓ
kantala,ਕੰਤਲਾ
araha,ਮੈਂ ਇਹ ਵੇਖਦਾ ਹਾਂ
pakkaraha,pakkaraha
PJ mat,ਪੀਜੇ ਮੈਟ
mar bhai,ਮਾਰ ਭਾਈ
bhuk lagi hain,ਭੁੱਖੇ ਹਨ
khana do,ਭੋਜਨ ਦਿਓ
hungry brother,ਭੁੱਖਾ ਭਰਾ
see here,ਇੱਥੇ ਵੇਖੋ
my brother,ਮੇਰਾ ਭਰਾ
idhar dekh,ਇੱਥੇ ਵੇਖੋ
mere dost,ਮੇਰੇ ਦੋਸਤ
ek beer,ਮੈਂ ਸਹਿਣ ਕਰਦਾ ਹਾਂ
marteh hain,ਚਲੋ ਮਾਰ ਦੇਈਏ
alchol,ਸ਼ਰਾਬ
vodhka,ਪਾਣੀ ਗਾਈਡ
urine,ਪਿਸ਼ਾਬ
sussu,ਅੱਗੇ
ek number,ਇਕ ਨੰਬਰ
zor se lagi,ਜ਼ੋਰ ਸੇ ਲਗੀ
control nai,ਕੰਟਰੋਲ ਨਈ
hota bhai,ਭਰਾ ਹੁੰਦਾ
areh mere,ਹੋਰ areh
bhabhi lagti,ਭੈਣ ਲੱਗਦੀ ਹੈ
she is,ਉਹ ਹੈ
my girl,ਮੇਰੇ ਕੁੜੀ
kissy,ਚੁੰਮੀ
kiss le,ਚੁੰਮਣ ਲੇ
take my,ਮੇਰਾ ਲੈ
hand kiss,ਹੱਥ ਚੁੰਮੀ
baap-bhai-koi,ਬਾਪ-ਭਾਈ-ਕੋਇ
nai hain ka,ਨਈ ਹੈ ਕਾ
you have,ਤੁਹਾਡੇ ਕੋਲ ਹੈ
aye le le,ਇਸ ਨੂੰ ਜਾਓ
selfiee lele re,ਸੈਲਫੀ ਰੀਅਰ ਰੀ
selfieeish,ਸੈਲਫੀ
selfiee king,ਸੈਲਫੀ ਰਾਜਾ
pouting,ਥੱਕਣਾ
lets take a,ਇੱਕ ਲੈਣ ਦੇਈਏ
selfiee,ਸੈਲਫੀ
havent,havent
seen,ਦੇਖਿਆ
a guy,ਇੱਕ ਮੁੰਡਾ
earlier,ਪਹਿਲਾਂ
or before,ਜਾਂ ਪਹਿਲਾਂ
are you,ਕੀ ਤੁਸੀਂ
starring,ਸਟਾਰਿੰਗ
like this,ਇਸ ਤਰ੍ਹਾਂ
i also,ਮੈਂ ਵੀ
to eat,ਖਾਣ ਲਈ
ice cream,ਆਇਸ ਕਰੀਮ
ice-cream,ਆਇਸ ਕਰੀਮ
you scream,ਤੁਸੀਂ ਚੀਕਦੇ ਹੋ
we all,ਅਸੀ ਸਾਰੇ
scream for,ਲਈ ਚੀਕ
ice-creammmm,ਆਈਸ-ਕਰੀਮ
ohh mere bete,ਓਹ ਹੋਰ ਚੁਕੰਦਰ
ladki hain,ਲੜਕੀ ਹਨ
is your,ਤੁਹਾਡਾ ਹੈ
brother's,ਭਰਾ ਦਾ
whisky-wine,ਵਿਸਕੀ-ਵਾਈਨ
sab kuch,ਸਭ ਕੁਝ
i dont',ਮੈਂ ਨਹੀਂ ਕਰਦਾ
coustume,ਪੋਸ਼ਾਕ
ka fan,ਕਾ ਪੱਖਾ
should,ਚਾਹੀਦਾ ਹੈ
be always,ਹਮੇਸ਼ਾ ਰਹੋ
to fight,ਲੜਨ ਲਈ
with difficulties,ਮੁਸ਼ਕਲ ਨਾਲ
strongest,ਸਖਤ
boldness,ਦਲੇਰੀ
firm decisions,ਪੱਕੇ ਫੈਸਲੇ
no limitations,ਕੋਈ ਸੀਮਾਵਾਂ ਨਹੀਂ
nothing as such,ਅਜਿਹਾ ਕੁਝ ਨਹੀਂ
masti majha,ਮਸਤੀ ਮਾਝਾ
enjoynilife,ਆਨੰਦਿਲਾਈਫ
pabandi nai,ਪਾਬੰਦੀ
jeele,ਚਾਕ
lamha,ਪਲ
mayne,ਮੇਨ
karta hai,ਕਰਦਾ ਹੈ
har second,ਉਸ ਦਾ ਦੂਜਾ
is important,ਮਹੱਤਵਪੂਰਨ ਹੈ
to us,ਸਾਡੇ ਲਈ
jeene ke,ਰਹਿਣ ਲਈ
lado,ਪਾਸੇ
fighting spirit,ਲੜਾਈ ਦੀ ਭਾਵਨਾ
zindagani,ਜਿੰਦਗੀ
zindagi na,ਜ਼ਿੰਦਾਗੀ ਅਤੇ
milegi,ਪ੍ਰਾਪਤ ਕਰੇਗਾ
editing,ਸੰਪਾਦਨ
changes,ਤਬਦੀਲੀ
in your,ਤੁਹਾਡੇ ਵਿੱਚ
life ofently,ਸੁੱਖ ਦੀ ਜ਼ਿੰਦਗੀ
trendy in,ਵਿੱਚ ਟਰੈਡੀ
your life,ਤੁਹਾਡੀ ਜ਼ਿੰਦਗੀ
dream out,ਬਾਹਰ ਸੁਪਨਾ
bigger,ਵੱਡਾ
prospective,ਸੰਭਾਵੀ
out of the box,ਬਾਕਸ ਦੇ ਬਾਹਰ
about you,ਤੁਹਾਡੇ ਬਾਰੇ
khud ke liye,ਮੇਰੇ ਲਈ
nayi,ਨਵਾਂ
cheezon,ਚੀਜ਼ਾਂ
haan bolo,ਕਹੋ ਜੀ
different,ਵੱਖਰਾ
yourselves,ਆਪਣੇ ਆਪ ਨੂੰ
mehenat,mehenat
shantise,ਸ਼ਾਂਤੀ ਨਾਲ
mahenat karo,ਸਖਤ ਮਿਹਨਤ ਕਰੋ
fal,ਫਲ
mat karo,ਨਫ਼ਰਤ ਦੀ ਮੌਤ ਹੋ ਗਈ
results,ਨਤੀਜੇ
der,ਇਹ
lagati,ਝੂਠ
are always,ਹਮੇਸ਼ਾ ਹੁੰਦੇ ਹਨ
time consuming,ਸਮਾਂ ਲੈਣ ਵਾਲੀ
mera sona,ਮੇਰਾ ਸੋਨਾ
Ok Jaanu,ਠੀਕ ਹੈ ਜਾਨੂ
sorry janu,ਮਾਫ ਕਰਨਾ ਜਾਨੂ
Angry girlfriend,ਨਾਰਾਜ਼ ਪ੍ਰੇਮਿਕਾ
to hurt,ਨੂੰ ਠੇਸ ਪਹੁੰਚਾਉਣ ਲਈ
jio,ਜੀਓ
Phone raised,ਫੋਨ ਚੁੱਕਿਆ
phone nahi,ਕੋਈ ਫੋਨ ਨਹੀਂ
lag raha hai,ਭਾਵਨਾ ਹੈ
you taking,ਤੁਸੀਂ ਲੈ ਰਹੇ ਹੋ
my Phone,ਮੇਰਾ ਫੋਨ
Three rules,ਤਿੰਨ ਨਿਯਮ
in a relationship,ਇੱਕ ਰਿਸ਼ਤੇ ਵਿੱਚ
Don’t lie,ਝੂਠ ਨਾ ਬੋਲੋ
don’t cheat,ਧੋਖਾ ਨਾ ਕਰੋ
don’t make promised,ਵਾਅਦਾ ਨਾ ਕਰੋ
) Relationships,) ਰਿਸ਼ਤੇ
mix-up,ਮਿਲਾਉਣਾ
unfriendly,ਦੋਸਤਾਨਾ
DUPATTA SARAK,ਸਕਾਰਫ ਰੋਲ
RAHA HAI,ਕੀਤਾ ਗਿਆ ਹੈ
DHADAK RAHA HAI,ਕੁੱਟ ਰਹੀ ਹੈ
Dhak Dhak,ਕਿ ਉਹ
Dil dhadak'ta hai,ਦਿਲ ਦੀ ਧੜਕਣ
hichkiyo'n ke saath..,ਹਿੱਕ ਨਾਲ ..
Tadap Ke Keh Raha Hai,ਲਈ ਤਰਸ ਰਿਹਾ ਹੈ
Pyaar ho gaya hai,ਪਿਆਰ ਵਿੱਚ ਪੈ ਗਿਆ
Phul khil gaye hai,ਫੁੱਲ ਖਿੜੇ ਹੋਏ ਹਨ
ignorance,ਅਗਿਆਨਤਾ
mystification,ਭੇਦ
There is,ਉੱਥੇ ਹੈ
No Scale,ਕੋਈ ਸਕੇਲ ਨਹੀਂ
Measure the love,ਪਿਆਰ ਨੂੰ ਮਾਪੋ
Love isn't,ਪਿਆਰ ਨਹੀ ਹੈ
love story,ਪਿਆਰ ਦੀ ਕਹਾਣੀ
If you,ਜੇ ਤੂਂ
fall in love,ਪਿਆਰ ਵਿੱਚ ਪੈਣਾ
Love in Life,ਜ਼ਿੰਦਗੀ ਵਿਚ ਪਿਆਰ
Make the life beautiful..,ਜ਼ਿੰਦਗੀ ਨੂੰ ਸੁੰਦਰ ਬਣਾਉ ..
True Love,ਸੱਚਾ ਪਿਆਰ
No doubts,ਕੋਈ ਸ਼ੱਕ ਨਹੀਂ
blue shrit,ਨੀਲੀ ਕਮੀਜ਼
Doraemon,ਡੋਰੇਮੋਨ
Jeena ka sahi,ਜੀਣ ਦਾ ਅਧਿਕਾਰ
dhang,ਪ੍ਰਬੰਧ
sikho tum,ਤੁਹਾਨੂੰ ਸਿੱਖੋ
iske sung.,ਇਸ ਨੂੰ ਗਾਇਆ ਗਿਆ
pleasant,ਸੁਹਾਵਣਾ
cutebaby,ਕੂਟਬੀਬੀ
try you,ਤੁਹਾਨੂੰ ਕੋਸ਼ਿਸ਼ ਕਰੋ
will succeed,ਸਫਲ ਹੋ ਜਾਵੇਗਾ
Motivational Quote,ਪ੍ਰੇਰਕ ਹਵਾਲਾ
Encouraging,ਹੌਸਲਾ
You To,ਤੁਹਾਨੂੰ ਕਰਨ ਲਈ
Succeed In Anything,ਕਿਸੇ ਵੀ ਚੀਜ ਵਿਚ ਸਫਲ ਹੋਵੋ
womb,ਗਰਭ
Suceed,ਅੱਗੇ ਵਧੋ
Doesn’t Work,ਕੰਮ ਨਹੀਂ ਕਰਦਾ
Stop Trying,ਕੋਸ਼ਿਸ਼ ਕਰਨਾ ਬੰਦ ਕਰੋ
Suggestions,ਸੁਝਾਅ
Great advice.,ਬਹੁਤ ਵਧੀਆ ਸਲਾਹ.
Deciding to,ਕਰਨ ਦਾ ਫੈਸਲਾ
trying to appear,ਪੇਸ਼ ਹੋਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਿਹਾ ਹੈ
the same,ਸਮਾਨ
Nobita,ਨੋਬੀਟਾ
Nisaan,ਨਿਸਾਨ
My mistake,ਮੇਰੀ ਗਲਤੀ
Baby i 'm,ਬੇਬੀ ਮੈਂ ਐਮ
inconvenience,ਅਸੁਵਿਧਾ
Sorry Guys,ਮਾਫ ਕਰਨਾ ਦੋਸਤੋ
Disgusting!,ਘਿਣਾਉਣੀ!
Forgiving,ਮਾਫ ਕਰਨਾ
is not,ਨਹੀ ਹੈ
