colva,കോൾവ
borwnbag,ബ്ര brown ൺ‌ബാഗ്
redtrolleybag,redtrolleybag
yellowshoes,യെല്ലോഷൂസ്
greenandbluebag,greenandbluebag
yellowbag,യെല്ലോബാഗ്
blueslingbag,ബ്ലൂസ്ലിംഗ്ബാഗ്
greenbackpack,ഗ്രീൻബാക്ക്പാക്ക്
redcup,റെഡ്കപ്പ്
lavenderdress,ലാവെൻഡർഡ്രസ്
greensaree,ഗ്രീൻസറി
redboots,റെഡ്ബൂട്ടുകൾ
greyjacket,ഗ്രേജാക്കറ്റ്
greypant,ഗ്രേപാന്റ്
blacktie,കറുത്ത ടൈ
whitehsirt,വൈറ്റ്ഹർട്ട്
orangejacket,ഓറഞ്ച്ജാക്കറ്റ്
yellowshades,യെല്ലോ ഷേഡുകൾ
redcurtain,ചുവന്ന തിരശ്ശീല
redribbon,റഡാരിബൺ
brownbox,ബ്ര brown ൺബോക്സ്
silverlaptop,സിൽ‌വർ‌ലാപ്‌ടോപ്പ്
whitesuit,വെളുത്ത സ്യൂട്ട്
yellowjacket,മഞ്ഞ ജാക്കറ്റ്
bluetshrit,ബ്ലൂട്രീത്
blackjumpsuit,കറുത്ത ജമ്പ്‌സ്യൂട്ട്
batminton,ബാഡ്മിന്റൺ
greenhandbag,ഗ്രീൻ‌ഹാൻഡ്ബാഗ്
yellowhandbag,യെല്ലോഹാൻഡ്ബാഗ്
moutain,moutain
armywear,സൈനിക വസ്ത്രം
penny,ചില്ലിക്കാശും
amy,ഭൂമി
sheldon,ഷെൽഡൻ
leonard,ലിയോനാർഡ്
greenlantern,greenlantern
howard,ഹോവാർഡ്
engineer,എഞ്ചിനീയർ
raj,രാജ്
koothrapalli,koothrappali
whitestrips,വൈറ്റ്സ്ട്രിപ്പുകൾ
sheldoncooper,ശെല്ദൊന്ചൊഒപെര്
orangejumpsuit,ഓറഞ്ച്ജമ്പ്‌സ്യൂട്ട്
blacktaxi,ബ്ലാക്ക്‌ടാക്സി
yellowtaxi,മഞ്ഞ ടാക്സി
jeansjacket,ജീൻ ജാക്കറ്റ്
blueandyellowtop,നീലയും മഞ്ഞയും മുകളിൽ
red cape,ചുവന്ന കേപ്പ്
plaster,കുമ്മായം
steeringwheel,സ്റ്റിയറിംഗ് വീൽ
sharksuit,ഷാർക്ക് സ്യൂട്ട്
thefuck?,തെക്ക്?
tf,tf
bluekurta,ബ്ലൂകുർത്ത
pinkpompom,പിങ്ക്പോംപോം
reddhoti,നടത്തുക
paint,പെയിന്റ്
paintbucket,പെയിന്റ് ബക്കറ്റ്
bushes,കുറ്റിക്കാടുകൾ
tire,ടയർ
nodrinkanddrive,nodrinkanddrive
roads,റോഡുകൾ
beg,യാചിക്കുക
bhopu,ബാർ
sleepyhead,സ്ലീപ്പിഹെഡ്
labcoat,ലാബ് കോട്ട്
testtubes,test tubes
tallguy,തല്ല്ഗുയ്
policehat,പോലീസ് തൊപ്പി
greenuniform,പച്ച യൂണിഫോം
greenboots,ഗ്രീൻബൂട്ട്
pinkskirt,പിങ്ക് പാവാട
blueandwhitetop,blueandwhitetop
headband,ഹെഡ്‌ബാൻഡ്
brownpants,ബ്ര brown ൺ‌പാന്റുകൾ
principle,തത്വം
principal,പ്രിൻസിപ്പൽ
greenblouse,ഗ്രീൻബ്ല ouse സ്
whitemoustache,വെളുത്ത മീശ
floweryskirt,ഫ്ലവർ‌സ്കിർട്ട്
laadu,laadu
locket,ലോക്കറ്റ്
bluemonkey,ബ്ലൂമങ്കി
basket,കൊട്ടയിൽ
yellowbasket,യെല്ലോ ബാസ്‌ക്കറ്റ്
orangedhoti,orangedhoti
bluechaddi,ബ്ലുഎഛദ്ദി
mightyraju,ശക്തൻ
purplekurta,purplekurta
jewellery,ആഭരണം
hoverboard,ഹോവർബോർഡ്
purplebow,പർപ്പിൾബോ
redspeaker,റെഡ്സ്പീക്കർ
redflower,റെഡ്ഫ്ലവർ
bluebackpack,ബ്ലൂബാക്ക്പാക്ക്
schoolkebadhmovie,schoolkebadhmovie
nahiderahatiffin,നഹിദെരഹതിഫ്ഫ്
lunchbox,ലഞ്ച് ബോക്സ്
tiffin,ടിഫിൻ
nahideraha,ഇതിനായി നഹിദെരഹ്
homeworkkiya?,ഗൃഹപാഠം?
ringing,റിംഗുചെയ്യുന്നു
canteenkakhana,canteenkakhana
canteenkakhanaiseww,canteenkakhanaiseww
yuck,ക്ഷമിക്കണം
penhai?,പെൻ‌ഹായ്
penhaipen?,പെൻ‌ഹൈപെൻ?
pencil,പെൻസിൽ
pathetic,ദയനീയമാണ്
hairdo,ഹെയർഡോ
pathetichairdo,pathetichairdo
neendaarahihai,നിംതരഹിഹൈ
neend,ഉറങ്ങുക
imsleepy,എനിക്ക് ഉറക്കം വരുന്നു
iamsleepy,iamsleepy
redfrock,റെഡ്ഫ്രോക്ക്
schooluniform,സ്കൂൾ യൂണിഫോം
mummymanakaregi,മമ്മിമാനകരേഗി
mummywillsayno,ഞങ്ങൾ മമ്മിവില്ലുകളല്ല
mathnahipadhna,ചൂഷണം ചെയ്യുക
nomaths,നെറ്റ്
mass,പിണ്ഡം
konkon,കോൺ
konkonsechaptershai?,conquonsechaptershai?
chapters,അധ്യായങ്ങൾ
kaunse,കൗൺസൽ
kaunkaunse?,കൗൺസിലിംഗ്?
greenboard,ഗ്രീൻബോർഡ്
bluepyjama,ബ്ലുഎപ്യ്ജമ
bluekameez,ബ്ലൂകാമീസ്
doaurdo?,നിങ്ങൾക്ക് ധൈര്യമുണ്ടോ?
panch?,അഞ്ച്?
duster,ഡസ്റ്റർ
pizzaisbae,പിജ്ജൈസ്ബെ
welovepizza,welovepizza
zomato,സോമാറ്റോ
zomatotshirt,zomatotshirt
punfun,punfun
hammock,mm ഞ്ഞാൽ
suotup,സുഒതുപ്
bluesjeans,ബ്ലൂസ് ജീൻസ്
seesaw,seeaw
seasaw,seeaw
polkadots,പോൾകാഡോട്ടുകൾ
redscooty,റെഡ്സ്കൂട്ടി
timbs,തടി
redscooter,റെഡ്സ്കൂട്ടർ
purpletop,പർപ്പിൾടോപ്പ്
fashionable,ഫാഷനബിൾ
bluetie,ബ്ലൂട്ടി
coffeedate,കോഫിഡേറ്റ്
bluebelt,ബ്ലൂബെൽറ്റ്
mainiinsehu,മൈനീംസെഹു
blueapron,ബ്ലുഎഅപ്രൊന്
yellowcar,യെല്ലോകാർ
heartballoons,ഹൃദയമിടിപ്പ്
candles,മെഴുകുതിരികൾ
bottles,കുപ്പികൾ
redwine,ചുവന്ന വീഞ്ഞ്
makasih,നന്ദി
greatful,മഹത്തായ
thankyouverymuch,വളരെയധികം നന്ദി
lamatidakbertemu,lamatidakbertemu
apakabar?,സുഖമാണോ?
whatnews?,എന്താണ്?
selamattidur,നല്ല ഉറക്കം
selamat,അഭിനന്ദനങ്ങൾ
selamat datang,സ്വാഗതം
selamatsore,ഗുഡ് ആഫ്റ്റർനൂൺ
goodmidday,ഗുഡ്മിഡേ
midday,ഉച്ചതിരിഞ്ഞ്
selamatpagi,സുപ്രഭാതം
bluenightsuit,ബ്ലൂനൈറ്റ്സ്യൂട്ട്
santi,ശാന്തി
whitewine,വൈറ്റ്വിൻ
confetti,confetti
redbox,റെഡ്ബോക്സ്
legi,നിയമങ്ങൾ
ptaka,പക്ഷി
khaternaak,അപകടകരമാണ്
g*ndfaadu,ഗ്രാം * ംദ്ഫഅദു
dahi,പതിഭ
valle,താഴ്വര
shikal,ചങ്ങലകൾ
Dahi Balla,ജീനിയസ് ബല്ല
papdi,പുറംതോട്
Natraj Dahi Bhalle,നടരാജ് ഡാഹി ഭാലെ
aajtk,ഇന്ന് വരെ
di,എന്ന
botichod,ബോട്ടിചോഡ്
12 bore gun,12 ബോൺ തോക്ക്
dabang chora,ദബാംഗ് കടൽക്കൊള്ളക്കാർ
Desi Gaali,D. വായു
Kadak Mall,കടക് മാൾ
Ullu ke pathe,മൂങ്ങ ഇലകൾ
Gold Man Dattatray Phuge,ഗോൾഡ് മാൻ ദത്താത്രെ ഫ്യൂജ്
Adnan Sami,അദ്‌നാൻ സമി
peetal,താമ്രജാലം
bhar,ഉടനീളം
muh mein,വായിൽ
32 bore rifle,32 ബോറെ റൈഫിൾ
gujjar boy,ഗുജ്ജാർ പയ്യൻ
dabang boy,dabang boy
gypsy,ജിപ്‌സി
gold bullet,സ്വർണ്ണ ബുള്ളറ്റ്
gold boy,സ്വർണ്ണ പയ്യൻ
32 bore gold bullet,32 ബോര് സ്വർണ്ണ ബുള്ളറ്റ്
Rakhiyo saale ki,ഇത് നിലനിർത്തുക
Condom,കോണ്ടം
si,ഒപ്പം
Geep,ഗീപ്പ്
gandigaali,ഭർത്താവ്
nirodh,തടങ്കലിൽ
dotted,ഡോട്ട് ഇട്ടത്
Flavoured,സുഗന്ധമുള്ളത്
Durex,ഡ്യൂറക്സ്
sexy chora,സെക്സി ചോറ
kanpatti pe 4,ക്യാമ്പട്ടി പെ 4
child beer,ചൈൽഡ് ബിയർ
Budweiser,ബഡ്‌വീസർ
Sam Adams. ...,സാം ആഡംസ്. 
Corona,കൊറോണ
Thapad pdaega,അടിക്കും
yaaro ka yaar,ചെറിയ കുട്ടികൾ
saturdaynight,ശനിയാഴ്ച രാത്രി
with friends,കൂട്ടുകരോടൊപ്പം
slingbag,സ്ലിംഗ്ബാഗ്
pinkslingbag,പിങ്ക്സ്ലിംഗ് ബാഗ്
yellokurti,yellokurti
ornagedupatta,അലങ്കരിച്ചപ്പട്ട
yellowheels,മഞ്ഞ കുതികാൽ
greypullover,ചാര പുല്ലൊവെര്
boxinggloaves,ബോക്സിംഗ് കയ്യുറകൾ
purplebag,പർപ്പിൾബാഗ്
buedress,buedress
Aa gaye meri,എന്റെ വന്നിരിക്കുന്നു
Ek machhar,ഒരു കൊതുക്
sala aadmi ko,മനുഷ്യൻ
hijda bana,ഷണ്ഡൻ
deta hai!,നൽകുന്നു!
bata is,ബാറ്റ
Maratha marta,മരിക്കുന്നു
hai yah,അത്
maarta hai,എഡിറ്റുചെയ്യുന്നു
Dhande mein,റാക്കിൽ
koi kisika,ആരാണ് പുസി
bhai nahi,സഹോദരനില്ല
beta nahi,മകനില്ല
Tujhe aaisi,നിങ്ങൾക്ക് ഇത് ഇഷ്ടമാണ്
maut maroonga,മരിക്കും
ki teri paapi atma,നിങ്ങളുടെ പാപിയായ ആത്മാവ്
agle saat,അടുത്ത ഏഴ്
janam tak,ജനനം വരെ
kisi doosre,മറ്റൊരാൾ
shareer mein,ശരീരത്തിൽ
ghusne ke,പ്രവേശിക്കാൻ
pehle kaanp,ആദ്യത്തെ വിറയൽ
uthegi,ഉടലെടുക്കും
mat maangna,ആവശ്യം
iski bazaar,അതിന്റെ വിപണി
mein koi,ഉള്ളിലുള്ള ആരോ
keemat nahi hai,വിലയില്ല
Tum log,നിങ്ങൾ
society ka,സൊസൈറ്റി കാ
kachra hai,ചവറ്റുകുട്ടയാണ്
main society,പ്രധാന സമൂഹം
ka jamadar,ജമാദാർ
Toffee,ടോഫി
jootha,jootha
want my change,എന്റെ മാറ്റം ആഗ്രഹിക്കുന്നു
Kaunsa kanoon,ഏത് നിയമം
yeh kanoon,എന്തൊരു നിയമം
toh chand,തോ ചന്ദ്
mujrimon ki,കുറ്റവാളി
rakhail ban,യജമാനത്തിയാകുക
behta hai,ഒഴുകുന്നു
Hum tumhe,ഞങ്ങൾ നിങ്ങൾ
woh maut,ആ മരണം
joh na,ജോ നാ
to kisi,ഗർഭം
kanoon ki kitaab,നിയമ പുസ്തകം
mein likhi hogi,ഞാൻ എഴുതിയിരിക്കണം
aur na hi,ഇല്ല
kabhi kisi,ചിലപ്പോൾ ആരെങ്കിലും
mujrim ne,ക്രിമിനൽ
soochi hogi,പട്ടിക ആയിരിക്കും
coffe,കോഫി
nachi,നാസി
paisa de,പൈസ ഡി
kaisa jamaana,ഏത് സമയം
aa gya hai,എത്തി
handfolded,കൈകൊണ്ട് മടക്കി
feathers,തൂവലുകൾ
birdy,പക്ഷി
tigerposing,കടുവ
tigerpose,കടുവ
yellowsnake,യെല്ലോസ്നേക്ക്
amblem,മുദ
orangesaree,ഓറഞ്ച്സാരി
lotus,താമര
bharatnatyam,ഭരത്നാട്യം
classicaldance,ക്ലാസിക്കൽ ഡാൻസ്
classical,ക്ലാസിക്കൽ
teer mara,ടൈം പക്ഷി
duniya mein aake,ലോകത്തിലേക്ക് വരിക
no sale,വിൽപ്പനയില്ല
aloo lelo,aloo leelo
kanda,kanda
na adha,പ്രതികൂലത
1 alu,1 ആലു
subh se,രാവിലെ മുതൽ
Uday shetty,ഉദയ് ഷെട്ടി
funny movie,തമാശയുള്ള സിനിമ
Funny nana patekar,നാന പന - ചിത്രങ്ങൾ
brownshirt,ബ്ര brown ൺ‌ഷർട്ട്
gamcha,കലം
ek machar,ഒരു മാക്കർ
hijda,ഷണ്ഡൻ
Machhar Sala,കൊതുക് ഉമിനീർ
he he,അവൻ
Nana Patekar ji's,നാന പടേക്കർ ജി
Best Dialog,മികച്ച ഡയലോഗ്
hi madam,ഹായ് മാഡം
green paint,പച്ച പെയിന്റ്
dubbing ladke,ഡബ്ബിംഗ് ലഡ്കെ
ched chad,ചെഡ് ചാർജ്
stylish boy,സ്റ്റൈലിഷ് പയ്യൻ
Boy Gunda,ബോയ് ഗുണ്ട
thaped maru,എന്നെ ചേർക്കുക
gym boy,ജിം ബോയ്
you go,നിങ്ങൾക്ക് പോകാം
where go,എവിടെ പോകണം
complication,സങ്കീർണത
disagreement,വിയോജിപ്പ്
point at issuestar,ഇഷ്യുസ്റ്റാറിൽ പോയിന്റ്
headachestar,ഹെഡാചെസ്റ്റാർ
bus kar,ബസ് കാർ
obama face,ഒബാമ മുഖം
blood brotherstar,രക്ത സഹോദരൻ
twinstar,ഇരട്ട നക്ഷത്രം
situation,സാഹചര്യം
bulging,ബൾജിംഗ്
heavy,കനത്ത
jelly-belly,ജെല്ലി-വയറ്
weighty,ഭാരമേറിയത്
review,അവലോകനം
view,കാണുക
viewing,കാണുന്നു
tshirts,ഷർട്ടുകൾ
redthsirt,redthsirt
panvati,പൻവതി
siblings,സഹോദരങ്ങൾ
orangeshorts,ഓറഞ്ച്ഷോർട്ട്സ്
yellowandwhitesaree,യെല്ലോഅന്ദ്വൈസറി
charminar,ചാർമിനാർ
hyderabadibiryani,ഹൈദരാബാദിബിരിയാണി
bluestole,ബ്ലൂസ്റ്റോൾ
calangute,calangute
cathedral,കത്തീഡ്രൽ
gogoa,മനസ്സ്
redfort,.വര്ദ്ധിച്ചുവരുന്ന
indiagate,indiagate
sarojininagar,സരോജിനഗർ
temples,ക്ഷേത്രങ്ങൾ
rosogulla,രൊസൊഗുല്ല
rasgulla,റാസ്ഗുള്ള
beads,മുത്തുകൾ
jaipur,ജയ്പൂർ
vadapav,വടപവ്
gatewayofindia,ഗേറ്റ്‌വേഫിൻ‌ഡിയ
blackstripes,ബ്ലാക്ക്സ്ട്രൈപ്പുകൾ
purple,പർപ്പിൾ
whoopsie,ക്ഷമിക്കണം
mybad,എന്റെ തെറ്റ്
bluesaree,ബ്ലുഎസരെഎ
lightening,മിന്നൽ
bluesalwar,ബ്ലുഎസല്വര്
pinkdupatta,പിങ്കഡുപട്ട
dheelde,നർത്തകി
manja,ചെറുത്
phirki,സ്പിൻ
doglove,ഡോഗ്‌ലോവ്
bhaibhai,ബൈബിൾ
denim,ഡെനിം
moneyplant,മണിപ്ലാന്റ്
ghaad,ഗാഡ്
paisekaghaad,പണം പണം
pops,പോപ്‌സ്
buaji,ബുവാജി
whitesaree,വൈറ്റ്സറി
twentytwoyearold,ഇരുപത് ടൊവയറോൾഡ്
22yo,ഏതെങ്കിലും
yellowpagri,യെല്ലോപാഗ്രി
daadi,ആക്രമിക്കുക
AngryYoungWoman,AngryYoungWoman
Workedup,വർക്ക്അപ്പ്
BlueHotShorts,ബ്ലൂഹോട്ട്ഷോർട്ടുകൾ
CoffeeMug,കാപ്പി കോപ്പ
OrangeCup,ഓറഞ്ച്കപ്പ്
HotCoffee,ചൂട് കാപ്പി
Sayonara,വിട
Pinkbag,പിങ്ക്ബാഗ്
FlipFlops,ഫ്ലിപ്പ് ഫ്ലോപ്പുകൾ
UnderTheSky,അണ്ടർ തെസ്കി
CrossLeggedSitting,ക്രോസ് ലെഗ്ഡ് സിറ്റിംഗ്
BicycleBasket,സൈക്കിൾ ബാസ്‌ക്കറ്റ്
RedFlipFlops,റെഡ് ഫ്ലിപ്പ് ഫ്ലോപ്പുകൾ
pinklips,പിങ്ക്ലിപ്സ്
pinkeverything,pinkeverything
littleblackdress,ചെറിയ കറുത്ത കുപ്പായം
glammedup,glammedup
2015,2015
